scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,INFO
NC_045554.1,17344878,17344878,17344878,1,0.066,0.0096,0.0385,0.0236,HAGHL
NC_045554.1,21299676,21299676,21299676,1,0.0176,0.0498,0.0338,0.0004,PDPK1
NC_045554.1,21310118,21310118,21310118,1,0.1235,0.1874,0.1562,0.0028,PDPK1
NC_045554.1,21431702,21431702,21431702,1,0.3895,0.4499,0.4237,0.005,TSC2
NC_045554.1,21431774,21431774,21431774,1,0.0331,0.0,0.0167,0.0692,TSC2
NC_045554.1,21438007,21438007,21438007,1,0.0288,0.0,0.0146,0.0061,TSC2
NC_045554.1,21461993,21461993,21461993,1,0.075,0.0094,0.0432,0.0195,TSC2
NC_045554.1,21462524,21462524,21462524,1,0.1535,0.2601,0.2107,0.0107,TSC2
NC_045554.1,21462525,21462525,21462525,1,0.0,0.0543,0.0278,0.0105,TSC2
NC_045554.1,21484747,21484747,21484747,1,0.0476,0.0,0.0243,0.0159,TSC2
NC_045554.1,21488648,21488648,21488648,1,0.0288,0.0,0.0146,0.0061,TSC2
NC_045554.1,21854409,21854409,21854409,1,nan,nan,nan,nan,NDUFB10
NC_045554.1,37550538,37550538,37550538,1,0.4975,0.5034,0.4992,-0.001,GPATCH1
NC_045554.1,37550580,37550580,37550580,1,0.5045,0.5038,0.5,-0.0041,GPATCH1
NC_045554.1,37551122,37551122,37551122,1,0.5041,0.4923,0.5,0.0009,GPATCH1
NC_045554.1,37557886,37557886,37557886,1,0.4979,0.5025,0.5021,0.0022,GPATCH1
NC_045554.1,37559481,37559481,37559481,1,0.0288,0.0,0.0146,0.0061,GPATCH1
NC_045554.1,37561566,37561566,37561566,1,0.4868,0.4881,0.4852,-0.0024,GPATCH1
NC_045554.1,37563782,37563782,37563782,1,0.0515,0.1312,0.0929,0.0104,GPATCH1
NC_045554.1,37572403,37572403,37572403,1,0.0,0.0537,0.0274,0.0616,GPATCH1
NC_045554.1,40121723,40121723,40121723,1,0.374,0.2129,0.3071,-0.0011,LOC116518020
NC_045554.1,40126144,40126144,40126144,1,0.0,0.0331,0.0167,-0.0543,LOC116518020
NC_045554.1,47276810,47276810,47276810,1,0.0294,0.0,0.0149,0.0153,LOC116517973
NC_045554.1,47995058,47995058,47995058,1,0.5024,0.5,0.4987,-0.0026,CA5A
NC_045554.1,47995062,47995062,47995062,1,0.5029,0.5007,0.4996,-0.0023,CA5A
NC_045554.1,47995082,47995082,47995082,1,0.503,0.4952,0.4993,-0.0004,CA5A
NC_045554.1,47995133,47995133,47995133,1,0.503,0.4982,0.5,-0.0007,CA5A
NC_045554.1,47998884,47998884,47998884,1,0.3398,0.3873,0.364,0.0007,CA5A
NC_045554.1,48004480,48004480,48004480,1,0.4881,0.2364,0.4331,0.0693,CA5A
NC_045554.1,48010303,48010303,48010303,1,0.41,0.4831,0.4582,0.013,CA5A
NC_045554.1,49215701,49215701,49215701,1,0.0907,0.3168,0.2241,0.0798,MC1R
NC_045555.1,189212,189212,189212,1,0.0901,0.1253,0.1073,0.0071,CASP9
NC_045555.1,189216,189216,189216,1,0.0469,0.1017,0.0746,0.0244,CASP9
NC_045555.1,189273,189273,189273,1,0.078,0.1017,0.0894,0.0065,CASP9
NC_045555.1,191050,191050,191050,1,0.5603,0.4567,0.5119,-0.0134,CASP9
NC_045555.1,191460,191460,191460,1,0.0928,0.053,0.0728,-0.0185,CASP9
NC_045555.1,6013376,6013376,6013376,1,0.2637,0.3204,0.2926,0.0008,PIK3CD
NC_045555.1,6017479,6017479,6017479,1,0.0291,0.0,0.0147,0.0107,PIK3CD
NC_045555.1,6017489,6017489,6017489,1,0.0386,0.0,0.0196,0.0085,PIK3CD
NC_045555.1,6017510,6017510,6017510,1,0.0383,0.0548,0.0464,-0.0026,PIK3CD
NC_045555.1,6025333,6025333,6025333,1,0.0,0.0887,0.0463,0.0199,PIK3CD
NC_045555.1,7208470,7208470,7208470,1,0.5021,0.4992,0.5007,0.0,MTOR
NC_045555.1,7211001,7211001,7211001,1,0.3606,0.3445,0.3512,-0.0016,MTOR
NC_045555.1,7599596,7599596,7599596,1,0.2763,0.2637,0.268,-0.0056,SDHB
NC_045555.1,7599622,7599622,7599622,1,0.3158,0.2869,0.2991,-0.0089,SDHB
NC_045555.1,7599879,7599879,7599879,1,0.3379,0.2958,0.316,-0.0023,SDHB
NC_045555.1,13459250,13459250,13459250,1,0.248,0.0824,0.1747,0.0378,AIFM2
NC_045555.1,13463911,13463911,13463911,1,0.1083,0.1045,0.1059,-0.0022,AIFM2
NC_045555.1,13463956,13463956,13463956,1,0.1089,0.0977,0.1029,-0.0016,AIFM2
NC_045555.1,13464887,13464887,13464887,1,0.4888,0.5019,0.4977,0.0025,AIFM2
NC_045555.1,13465837,13465837,13465837,1,0.1765,0.1121,0.1451,0.0035,AIFM2
NC_045555.1,18927100,18927100,18927100,1,0.2353,0.1725,0.204,-0.0084,HIF1AN
NC_045555.1,18935762,18935762,18935762,1,0.2505,0.2596,0.254,-0.0021,HIF1AN
NC_045555.1,18936835,18936835,18936835,1,0.0185,0.0454,0.0319,0.0264,HIF1AN
NC_045555.1,21500338,21500338,21500338,1,0.1831,0.2081,0.1923,-0.0148,SIRT1
NC_045555.1,21500343,21500343,21500343,1,0.4012,0.487,0.4523,0.0119,SIRT1
NC_045555.1,21500349,21500349,21500349,1,0.1187,0.1513,0.1337,-0.0033,SIRT1
NC_045555.1,21500407,21500407,21500407,1,0.2801,0.2364,0.2571,0.0005,SIRT1
NC_045555.1,21500437,21500437,21500437,1,0.4855,0.4902,0.5163,0.0285,SIRT1
NC_045555.1,21500439,21500439,21500439,1,0.4255,0.3739,0.3992,-0.0014,SIRT1
NC_045555.1,21500442,21500442,21500442,1,0.4209,0.3651,0.393,-0.0014,SIRT1
NC_045555.1,21500493,21500493,21500493,1,0.0342,0.0,0.0172,-0.0209,SIRT1
NC_045555.1,21500694,21500694,21500694,1,0.2668,0.3108,0.288,-0.0002,SIRT1
NC_045555.1,21500737,21500737,21500737,1,0.4406,0.4044,0.4214,-0.0054,SIRT1
NC_045555.1,21507414,21507414,21507414,1,0.2313,0.3909,0.3272,0.0253,SIRT1
NC_045555.1,48757115,48757115,48757115,1,0.0,0.184,0.1019,0.0547,INPP5A
NC_045555.1,48795197,48795197,48795197,1,0.1603,0.1764,0.1676,-0.0021,INPP5A
NC_045555.1,48829840,48829840,48829840,1,0.084,0.0723,0.0778,-0.0017,INPP5A
NC_045555.1,48843477,48843477,48843477,1,0.0383,0.1749,0.112,0.0266,INPP5A
NC_045555.1,48851770,48851770,48851770,1,0.2139,0.1427,0.1794,-0.0012,INPP5A
NC_045555.1,48900664,48900664,48900664,1,0.1025,0.0971,0.0994,-0.0025,INPP5A
NC_045555.1,48985580,48985580,48985580,1,0.4883,0.5022,0.5007,0.006,INPP5A
NC_045556.1,675601,675601,675601,1,0.487,0.4543,0.4665,-0.0063,TPM1
NC_045556.1,675665,675665,675665,1,0.2956,0.1994,0.2494,-0.0092,TPM1
NC_045556.1,687282,687282,687282,1,0.3951,0.2599,0.3381,0.0034,TPM1
NC_045556.1,5273624,5273624,5273624,1,0.178,0.1431,0.1603,-0.0007,LOC116519097
NC_045556.1,5276247,5276247,5276247,1,0.3445,0.3682,0.3553,-0.0014,LOC116519097
NC_045556.1,5280140,5280140,5280140,1,0.0749,0.0081,0.0425,0.0089,LOC116519097
NC_045556.1,5280188,5280188,5280188,1,0.4724,0.4964,0.513,0.0288,LOC116519097
NC_045556.1,5280369,5280369,5280369,1,0.1738,0.1021,0.1391,0.0041,LOC116519097
NC_045556.1,5280467,5280467,5280467,1,0.4765,0.4963,0.5121,0.0258,LOC116519097
NC_045556.1,5401214,5401214,5401214,1,0.247,0.279,0.2623,-0.0019,LOC116519415
NC_045556.1,21439070,21439070,21439070,1,0.0666,0.2127,0.1464,0.0252,IGF1R
NC_045556.1,21460762,21460762,21460762,1,0.0757,0.081,0.078,-0.0024,IGF1R
NC_045556.1,21467653,21467653,21467653,1,0.0288,0.0,0.0146,0.0061,IGF1R
NC_045556.1,21467750,21467750,21467750,1,0.0288,0.0,0.0146,0.0061,IGF1R
NC_045556.1,22934503,22934503,22934503,1,0.0383,0.0184,0.0283,-0.0002,SMAD6
NC_045556.1,22974207,22974207,22974207,1,0.0603,0.0954,0.0779,0.0014,SMAD6
NC_045556.1,33967830,33967830,33967830,1,0.4521,0.4823,0.4687,0.0017,TSC1
NC_045556.1,33967863,33967863,33967863,1,0.4811,0.4834,0.4802,-0.0021,TSC1
NC_045556.1,33968247,33968247,33968247,1,0.0612,0.0,0.0312,0.0949,TSC1
NC_045556.1,33975215,33975215,33975215,1,0.4454,0.4357,0.4389,-0.002,TSC1
NC_045556.1,33976988,33976988,33976988,1,0.0098,0.1654,0.0945,0.0288,TSC1
NC_045556.1,33980507,33980507,33980507,1,0.168,0.2695,0.2224,0.0074,TSC1
NC_045556.1,33980792,33980792,33980792,1,0.2868,0.0725,0.1971,0.0442,TSC1
NC_045556.1,33980802,33980802,33980802,1,0.3875,0.4251,0.4064,0.0004,TSC1
NC_045556.1,33980861,33980861,33980861,1,0.4454,0.4291,0.4359,-0.0015,TSC1
NC_045556.1,33980933,33980933,33980933,1,0.4444,0.4321,0.4365,-0.002,TSC1
NC_045556.1,33987074,33987074,33987074,1,0.4487,0.4404,0.4426,-0.0023,TSC1
NC_045556.1,33991631,33991631,33991631,1,0.5022,0.4709,0.4976,0.0114,TSC1
NC_045556.1,33998360,33998360,33998360,1,0.4892,0.495,0.5097,0.0175,TSC1
NC_045557.1,1471196,1471196,1471196,1,0.0,0.0191,0.0096,-0.0027,LOC116519949
NC_045557.1,1471604,1471604,1471604,1,0.2578,0.3181,0.2886,0.0028,LOC116519949
NC_045557.1,1474244,1474244,1474244,1,0.0,0.038,0.0192,0.0791,LOC116519949
NC_045557.1,1474263,1474263,1474263,1,nan,0.1477,nan,nan,LOC116519949
NC_045557.1,1475619,1475619,1475619,1,0.2884,0.1042,0.2085,0.0072,LOC116519949
NC_045557.1,1477526,1477526,1477526,1,0.4724,0.5019,0.4935,0.0084,LOC116519949
NC_045557.1,1480285,1480285,1480285,1,0.4825,0.499,0.4904,0.0006,LOC116519949
NC_045557.1,1725969,1725969,1725969,1,nan,0.4092,nan,nan,ARNT
NC_045557.1,1895461,1895461,1895461,1,0.3897,0.4413,0.4163,0.0044,RFX5
NC_045557.1,1895462,1895462,1895462,1,0.4852,0.5001,0.4923,0.0007,RFX5
NC_045557.1,1895832,1895832,1895832,1,0.4704,0.4827,0.467,-0.009,RFX5
NC_045557.1,1896013,1896013,1896013,1,0.0258,0.012,0.0189,-0.0066,RFX5
NC_045557.1,1896039,1896039,1896039,1,0.4382,0.4211,0.4283,-0.0016,RFX5
NC_045557.1,1896105,1896105,1896105,1,0.0603,0.1364,0.0997,0.0024,RFX5
NC_045557.1,1896157,1896157,1896157,1,0.0519,0.09,0.0711,-0.0012,RFX5
NC_045557.1,1896215,1896215,1896215,1,0.0469,0.0135,0.0302,-0.031,RFX5
NC_045557.1,1896229,1896229,1896229,1,0.0603,0.1404,0.1019,0.0081,RFX5
NC_045557.1,1896288,1896288,1896288,1,0.0603,0.1415,0.1025,0.0067,RFX5
NC_045557.1,1896355,1896355,1896355,1,0.4895,0.4978,0.4926,-0.0011,RFX5
NC_045557.1,1896661,1896661,1896661,1,0.487,0.4946,0.4893,-0.0016,RFX5
NC_045557.1,3749688,3749688,3749688,1,0.1853,0.3606,0.2891,0.0292,RORC
NC_045557.1,3749701,3749701,3749701,1,0.5022,0.4255,0.4963,0.0348,RORC
NC_045557.1,3749737,3749737,3749737,1,0.4401,0.2348,0.3716,0.0517,RORC
NC_045557.1,3749763,3749763,3749763,1,0.2322,0.0872,0.1667,0.0223,RORC
NC_045557.1,3750899,3750899,3750899,1,0.2308,0.2489,0.2389,-0.0021,RORC
NC_045557.1,3751383,3751383,3751383,1,0.2086,0.2267,0.2168,-0.0019,RORC
NC_045557.1,3753759,3753759,3753759,1,0.1294,0.0648,0.0979,-0.0062,RORC
NC_045557.1,3755055,3755055,3755055,1,0.1762,0.2335,0.2053,0.0009,RORC
NC_045557.1,3755083,3755083,3755083,1,0.1762,0.2267,0.2015,0.0001,RORC
NC_045557.1,3755096,3755096,3755096,1,0.1762,0.2335,0.2053,0.0009,RORC
NC_045557.1,3755097,3755097,3755097,1,0.0642,0.0355,0.0498,0.0004,RORC
NC_045557.1,3755157,3755157,3755157,1,0.1984,0.2264,0.2118,-0.0019,RORC
NC_045557.1,3755175,3755175,3755175,1,0.2024,0.2282,0.2146,-0.0028,RORC
NC_045557.1,3756388,3756388,3756388,1,0.2242,0.2085,0.2146,-0.0059,RORC
NC_045557.1,5410798,5410798,5410798,1,0.498,0.4384,0.5193,0.0478,RIT1
NC_045557.1,5415861,5415861,5415861,1,0.4662,0.4693,0.5356,0.0674,RIT1
NC_045557.1,5415868,5415868,5415868,1,0.3046,0.2637,0.2829,-0.0053,RIT1
NC_045557.1,5472043,5472043,5472043,1,0.1161,0.0681,0.0918,0.0215,NDUFS2
NC_045557.1,5475402,5475402,5475402,1,0.2414,0.3229,0.2833,-0.0002,NDUFS2
NC_045557.1,5475417,5475417,5475417,1,0.1057,0.0405,0.0738,0.0129,NDUFS2
NC_045557.1,5481983,5481983,5481983,1,0.4925,0.4771,0.483,-0.0028,LOC116520028
NC_045557.1,5484478,5484478,5484478,1,0.4389,0.4459,0.4393,-0.0029,LOC116520028
NC_045557.1,6274182,6274182,6274182,1,0.1016,0.1626,0.1327,0.001,B3GAT3
NC_045557.1,6277449,6277449,6277449,1,0.0943,0.15,0.1223,0.0164,B3GAT3
NC_045557.1,9245117,9245117,9245117,1,0.0,0.0369,0.0187,0.0061,CCS
NC_045557.1,9246067,9246067,9246067,1,0.4568,0.4904,0.5229,0.0495,CCS
NC_045557.1,9246075,9246075,9246075,1,0.0435,0.0169,0.0302,0.0023,CCS
NC_045557.1,9357464,9357464,9357464,1,0.386,0.3489,0.366,-0.0053,MAP3K11
NC_045557.1,9357500,9357500,9357500,1,0.1948,0.1725,0.1824,-0.0082,MAP3K11
NC_045557.1,9358378,9358378,9358378,1,0.1045,0.075,0.0896,0.0006,MAP3K11
NC_045557.1,9358471,9358471,9358471,1,0.1089,0.1071,0.1075,-0.0021,MAP3K11
NC_045557.1,9358528,9358528,9358528,1,0.062,0.0,0.0317,-0.0313,MAP3K11
NC_045557.1,9358570,9358570,9358570,1,0.0193,0.0459,0.0326,-0.0018,MAP3K11
NC_045557.1,9360275,9360275,9360275,1,0.3918,0.4791,0.4494,0.0153,MAP3K11
NC_045557.1,9360300,9360300,9360300,1,0.1023,0.0585,0.0805,-0.0023,MAP3K11
NC_045557.1,9367236,9367236,9367236,1,0.125,0.1366,0.1303,-0.0024,MAP3K11
NC_045557.1,9390722,9390722,9390722,1,0.331,0.1262,0.2463,0.0173,MAP3K11
NC_045558.1,4790055,4790055,4790055,1,0.049,0.0679,0.0582,-0.0057,VIPR1
NC_045558.1,4795590,4795590,4795590,1,0.0199,0.0197,0.0197,-0.0024,VIPR1
NC_045558.1,4797088,4797088,4797088,1,0.1188,0.0997,0.1089,-0.0006,VIPR1
NC_045558.1,4804531,4804531,4804531,1,0.2051,0.3135,0.2642,0.0061,VIPR1
NC_045558.1,4817488,4817488,4817488,1,0.4984,0.4828,0.491,0.0007,VIPR1
NC_045558.1,5923469,5923469,5923469,1,0.0294,0.0648,0.0472,-0.0008,LOC116522295
NC_045558.1,5944041,5944041,5944041,1,0.125,0.0872,0.1061,0.0001,LOC116522295
NC_045558.1,5944058,5944058,5944058,1,0.0375,0.0181,0.0278,-0.0,LOC116522295
NC_045558.1,9011261,9011261,9011261,1,nan,nan,nan,nan,RHEB
NC_045558.1,9328851,9328851,9328851,1,0.0,0.0315,0.0159,0.06,KMT2C
NC_045558.1,9330440,9330440,9330440,1,0.0336,0.1058,0.0706,0.0106,KMT2C
NC_045558.1,9333771,9333771,9333771,1,0.2266,0.4646,0.397,0.083,KMT2C
NC_045558.1,9343927,9343927,9343927,1,0.3302,0.3013,0.3139,-0.0045,KMT2C
NC_045558.1,9343932,9343932,9343932,1,0.3475,0.228,0.2938,-0.0029,KMT2C
NC_045558.1,9344255,9344255,9344255,1,0.3517,0.2253,0.2956,-0.0053,KMT2C
NC_045558.1,9344504,9344504,9344504,1,0.2266,0.2766,0.251,0.0044,KMT2C
NC_045558.1,9344537,9344537,9344537,1,nan,nan,nan,nan,KMT2C
NC_045558.1,9344732,9344732,9344732,1,0.0639,0.0,0.0328,-0.0642,KMT2C
NC_045558.1,9349282,9349282,9349282,1,0.3517,0.228,0.2966,-0.004,KMT2C
NC_045558.1,9349785,9349785,9349785,1,0.0492,0.0763,0.0625,0.0177,KMT2C
NC_045558.1,9350348,9350348,9350348,1,0.4978,0.4548,0.4827,0.0042,KMT2C
NC_045558.1,9353351,9353351,9353351,1,0.3475,0.228,0.2938,-0.0029,KMT2C
NC_045558.1,9353400,9353400,9353400,1,0.3475,0.2334,0.2959,-0.0007,KMT2C
NC_045558.1,9354239,9354239,9354239,1,0.3517,0.2307,0.2976,-0.0028,KMT2C
NC_045558.1,9354351,9354351,9354351,1,0.0,0.0931,0.0486,0.0926,KMT2C
NC_045558.1,9354782,9354782,9354782,1,0.078,0.028,0.0533,-0.0182,KMT2C
NC_045558.1,9358298,9358298,9358298,1,0.3559,0.2483,0.3069,0.0023,KMT2C
NC_045558.1,9394284,9394284,9394284,1,0.2802,0.0957,0.2,-0.0064,KMT2C
NC_045558.1,9543434,9543434,9543434,1,0.0629,0.0268,0.0449,-0.0264,XRCC2
NC_045558.1,9543615,9543615,9543615,1,0.0619,0.0,0.0318,0.0082,XRCC2
NC_045558.1,9543845,9543845,9543845,1,0.2111,0.2278,0.2186,-0.0019,XRCC2
NC_045558.1,9551200,9551200,9551200,1,0.2548,0.3249,0.2901,0.0007,XRCC2
NC_045558.1,9551204,9551204,9551204,1,0.4467,0.4964,0.4784,0.0084,XRCC2
NC_045558.1,31958335,31958335,31958335,1,0.4276,0.4786,0.4567,0.008,PDK4
NC_045558.1,31968240,31968240,31968240,1,0.233,0.0519,0.1534,0.0495,PDK4
NC_045558.1,79529162,79529162,79529162,1,0.434,0.3787,0.4087,0.0031,IGFBP1
NC_045558.1,82123126,82123126,82123126,1,0.4782,0.4996,0.4919,0.0033,NR4A3
NC_045558.1,89709566,89709566,89709566,1,0.1578,0.3887,0.303,0.0493,LOC116520881
NC_045558.1,116903284,116903284,116903284,1,0.5018,0.4891,0.4933,-0.0033,LOC116523000
NC_045558.1,116903289,116903289,116903289,1,0.5003,0.4886,0.4918,-0.0034,LOC116523000
NC_045558.1,116908504,116908504,116908504,1,0.5032,0.502,0.4983,-0.0044,LOC116523000
NC_045558.1,116908548,116908548,116908548,1,0.5031,0.5034,0.4991,-0.0041,LOC116523000
NC_045558.1,123025008,123025008,123025008,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123025044,123025044,123025044,1,0.4626,0.4868,0.4752,0.0005,LOC116521616
NC_045558.1,123025073,123025073,123025073,1,0.4598,0.4881,0.4755,0.0014,LOC116521616
NC_045558.1,123025075,123025075,123025075,1,0.4598,0.4881,0.4755,0.0014,LOC116521616
NC_045558.1,123025095,123025095,123025095,1,0.4626,0.4881,0.4763,0.0008,LOC116521616
NC_045558.1,123025107,123025107,123025107,1,0.4653,0.4851,0.4748,-0.0004,LOC116521616
NC_045558.1,123025161,123025161,123025161,1,0.4728,0.4884,0.4798,-0.0009,LOC116521616
NC_045558.1,123025192,123025192,123025192,1,0.281,0.2433,0.2617,-0.0002,LOC116521616
NC_045558.1,123025209,123025209,123025209,1,0.4639,0.4865,0.4754,0.0003,LOC116521616
NC_045558.1,123025235,123025235,123025235,1,0.4568,0.4812,0.4689,0.0001,LOC116521616
NC_045558.1,123025542,123025542,123025542,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123025629,123025629,123025629,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123025685,123025685,123025685,1,0.4673,0.4884,0.4779,0.0002,LOC116521616
NC_045558.1,123025701,123025701,123025701,1,0.4673,0.4884,0.4779,0.0002,LOC116521616
NC_045558.1,123025738,123025738,123025738,1,0.4653,0.4879,0.4769,0.0001,LOC116521616
NC_045558.1,123025741,123025741,123025741,1,0.4692,0.4879,0.4781,-0.0004,LOC116521616
NC_045558.1,123025790,123025790,123025790,1,0.4666,0.4879,0.4773,0.0001,LOC116521616
NC_045558.1,123025841,123025841,123025841,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123025844,123025844,123025844,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123025872,123025872,123025872,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123025889,123025889,123025889,1,0.4646,0.4881,0.4769,0.0006,LOC116521616
NC_045558.1,123025898,123025898,123025898,1,0.4646,0.4881,0.4769,0.0006,LOC116521616
NC_045558.1,123025928,123025928,123025928,1,0.4626,0.4881,0.4763,0.0008,LOC116521616
NC_045558.1,123025955,123025955,123025955,1,0.4646,0.4879,0.4767,0.0003,LOC116521616
NC_045558.1,123025973,123025973,123025973,1,0.4646,0.4876,0.4765,0.0001,LOC116521616
NC_045558.1,123026021,123026021,123026021,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026028,123026028,123026028,1,0.4618,0.4851,0.4737,0.0003,LOC116521616
NC_045558.1,123026067,123026067,123026067,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026091,123026091,123026091,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026102,123026102,123026102,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026109,123026109,123026109,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026114,123026114,123026114,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026128,123026128,123026128,1,0.4646,0.4884,0.4771,0.0008,LOC116521616
NC_045558.1,123026141,123026141,123026141,1,0.4615,0.4881,0.476,0.0017,LOC116521616
NC_045558.1,123026187,123026187,123026187,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123026190,123026190,123026190,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123026205,123026205,123026205,1,0.4653,0.4879,0.4769,0.0001,LOC116521616
NC_045558.1,123026219,123026219,123026219,1,0.4653,0.4879,0.4769,0.0001,LOC116521616
NC_045558.1,123026237,123026237,123026237,1,0.4653,0.4879,0.4769,0.0001,LOC116521616
NC_045558.1,123026291,123026291,123026291,1,0.4653,0.4876,0.4767,-0.0001,LOC116521616
NC_045558.1,123026315,123026315,123026315,1,0.4653,0.4876,0.4767,-0.0001,LOC116521616
NC_045558.1,123026316,123026316,123026316,1,0.4653,0.4876,0.4767,-0.0001,LOC116521616
NC_045558.1,123026328,123026328,123026328,1,0.4653,0.4874,0.4765,-0.0003,LOC116521616
NC_045558.1,123026333,123026333,123026333,1,0.4646,0.4874,0.4762,-0.0001,LOC116521616
NC_045558.1,123026336,123026336,123026336,1,0.4646,0.4874,0.4762,-0.0001,LOC116521616
NC_045558.1,123026354,123026354,123026354,1,0.4666,0.4874,0.4769,-0.0003,LOC116521616
NC_045558.1,123026357,123026357,123026357,1,0.4646,0.4874,0.4762,-0.0001,LOC116521616
NC_045558.1,123026394,123026394,123026394,1,0.4646,0.4871,0.476,-0.0003,LOC116521616
NC_045558.1,123026433,123026433,123026433,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026460,123026460,123026460,1,0.4626,0.4851,0.4739,0.0001,LOC116521616
NC_045558.1,123026499,123026499,123026499,1,0.4581,0.4853,0.4724,0.0005,LOC116521616
NC_045558.1,123026544,123026544,123026544,1,0.4581,0.4846,0.4718,-0.0001,LOC116521616
NC_045558.1,123026565,123026565,123026565,1,0.4581,0.4846,0.4718,-0.0001,LOC116521616
NC_045558.1,123026600,123026600,123026600,1,0.3585,0.4247,0.3923,-0.0073,LOC116521616
NC_045558.1,123026844,123026844,123026844,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123026849,123026849,123026849,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123026853,123026853,123026853,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026856,123026856,123026856,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026861,123026861,123026861,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026941,123026941,123026941,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026954,123026954,123026954,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026955,123026955,123026955,1,0.4653,0.4884,0.4773,0.0005,LOC116521616
NC_045558.1,123026976,123026976,123026976,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123026982,123026982,123026982,1,0.4653,0.4881,0.4771,0.0003,LOC116521616
NC_045558.1,123028039,123028039,123028039,1,0.063,0.0442,0.0535,0.0006,LOC116521616
NC_045558.1,123035085,123035085,123035085,1,0.0914,0.0,0.0476,-0.0443,LOC116521616
NC_045558.1,123040874,123040874,123040874,1,0.4125,0.5011,0.5148,0.0643,LOC116521616
NW_022473598.1,5543,5543,5543,1,0.5152,0.4839,0.5,0.0022,PRDX5
NW_022473598.1,73322,73322,73322,1,0.4063,0.4209,0.4102,-0.0054,RPS6KA4
NW_022473598.1,78361,78361,78361,1,0.02,0.1108,0.067,-0.0598,RPS6KA4
NW_022473598.1,82648,82648,82648,1,0.3032,0.2637,0.2818,0.0001,RPS6KA4
NW_022473598.1,82695,82695,82695,1,nan,nan,nan,nan,RPS6KA4
NW_022473598.1,90833,90833,90833,1,nan,nan,nan,nan,RPS6KA4
NW_022473609.1,37713,37713,37713,1,0.0336,0.0924,0.0634,-0.039,NDUFA7
NW_022473609.1,37725,37725,37725,1,0.4301,0.5031,0.4895,0.0189,NDUFA7
NW_022473609.1,37737,37737,37737,1,0.0661,0.0,0.0339,0.0536,NDUFA7
NW_022473632.1,52227,52227,52227,1,0.4304,0.5057,0.4886,0.0174,FOXF1
NW_022473632.1,52633,52633,52633,1,0.5051,0.5057,0.5,-0.0054,FOXF1
NW_022473632.1,52929,52929,52929,1,0.0,0.0563,0.0286,-0.1615,FOXF1
NW_022473632.1,52930,52930,52930,1,0.0,0.0597,0.0303,-0.2002,FOXF1
NW_022473632.1,52953,52953,52953,1,0.0,0.1024,0.0526,-0.3778,FOXF1
NW_022473647.1,18050,18050,18050,1,nan,0.1754,0.1276,nan,WIPI2
NW_022473647.1,18089,18089,18089,1,0.0769,0.2722,0.1827,0.0624,WIPI2
NW_022473751.1,16395,16395,16395,1,nan,nan,nan,nan,LOC116523426
NW_022473751.1,16422,16422,16422,1,nan,nan,nan,nan,LOC116523426
NW_022473751.1,23751,23751,23751,1,nan,0.4233,0.4026,nan,LOC116523426
NW_022473751.1,23848,23848,23848,1,nan,nan,nan,nan,LOC116523426
NW_022473751.1,24333,24333,24333,1,nan,nan,nan,nan,LOC116523426
NW_022473781.1,23753,23753,23753,1,nan,nan,nan,nan,LOC116523446
NW_022473899.1,54564,54564,54564,1,nan,nan,nan,nan,LOC116523587
NW_022473899.1,54602,54602,54602,1,nan,nan,nan,nan,LOC116523587
NW_022473899.1,56020,56020,56020,1,nan,nan,nan,nan,LOC116523587
NW_022473899.1,56039,56039,56039,1,nan,nan,nan,nan,LOC116523587
