Gene	C_L_HS37	C_L_HS38	H_L_HS46	C_M_HS61	C_M_HS62	H_L_HS64	H_L_HS65	H_M_HS66	H_M_HS67	C_M_HS87	C_L_HS90	H_M_HS93
FAT3	20	4	18	7	0	8	19	9	25	0	4	7
FAT1	3223	1308	689	954	293	766	361	1117	408	439	855	672
LOC116521915	0	0	0	0	0	0	0	0	0	0	0	0
HEY1	97	33	75	49	15	102	40	73	59	12	23	28
NGLY1	154	70	54	40	10	71	40	47	0	0	46	31
FAM221B	0	0	0	0	0	0	0	0	0	0	0	0
FAM221A	16	3	5	0	0	7	0	0	0	0	2	5
LOC116515229	0	0	0	0	0	0	0	0	0	0	0	0
FOXP4	3216	1010	824	1015	174	1090	610	705	539	306	546	460
LOC116515224	2422	792	452	526	160	641	301	344	210	240	359	438
FOXP1	1732	526	439	345	145	637	388	552	209	211	400	267
FOXP3	14	4	8	4	0	14	0	0	0	0	4	6
FOXP2	12	3	13	3	2	10	7	2	12	0	2	0
LOC116521557	0	0	0	0	0	0	0	0	0	0	0	0
LOC116524076	0	0	0	0	0	0	0	0	0	0	0	0
FNDC1	100	35	87	5	0	83	60	59	18	18	26	15
LOC116524074	0	0	0	0	0	0	0	0	0	0	0	0
LOC116524073	0	0	0	0	0	0	0	0	0	0	0	0
FAM83C	0	3	17	0	0	0	4	0	11	0	0	0
LOC116521551	0	0	0	0	0	0	0	0	0	0	0	0
LOC116524070	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505218	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521000	19	9	7	2	4	9	3	4	7	0	4	0
LOC116521003	172	74	67	67	21	75	33	33	42	0	78	40
REEP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506240	0	0	0	0	0	0	0	0	0	0	0	0
DST	1101	210	437	147	24	320	241	299	146	53	203	157
FAM83H	1010	294	147	83	66	181	103	134	146	80	214	130
JAK1	1452	648	702	477	118	702	332	517	267	253	503	555
GABARAPL2	794	213	145	170	37	174	86	97	70	79	83	122
LOC116510273	0	0	1	3	0	0	0	0	0	0	0	1
ITPRIPL1	0	0	0	0	0	0	0	0	0	0	0	0
GABARAPL1	728	233	180	124	60	220	141	108	167	78	104	149
LPP	7783	2004	1554	1134	723	2564	1851	1471	1857	709	1427	765
NCAPG2	0	0	0	0	0	0	0	0	0	0	0	0
RPS27A	9683	1774	1789	2358	798	2596	2385	1580	1725	1381	1632	1672
LOC116519647	47	19	29	0	7	19	10	9	0	0	5	10
LOC116510278	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510279	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510033	0	0	0	0	0	0	0	0	0	0	0	0
LOC116514060	2	0	13	0	0	6	7	0	0	0	0	0
FGF2	94	18	14	11	10	36	11	29	0	7	22	15
FGF3	0	0	0	0	0	0	0	0	0	0	0	0
DONSON	65	18	49	17	7	71	16	26	0	12	2	16
YES1	459	178	141	122	60	181	79	123	49	49	126	132
LOC116504743	0	0	17	16	0	0	0	0	30	0	0	12
FGF7	44	21	22	19	2	40	5	6	0	4	13	24
LOC116504741	509	188	199	179	108	335	187	181	239	89	180	251
LOC116504740	1021	460	439	393	147	540	321	313	349	203	369	353
BGLAP	0	0	0	0	0	0	0	0	0	0	0	0
PI4K2B	1452	651	335	410	85	539	273	276	446	252	377	282
PI4K2A	508	244	346	108	45	323	309	428	415	33	98	399
FGF9	0	2	3	0	0	0	0	0	0	0	0	0
LOC116521913	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523355	15	5	0	3	3	5	3	3	0	0	5	0
ANKRD54	353	150	136	117	48	157	121	113	48	52	81	138
LOC116504748	42	15	7	6	7	24	11	10	30	7	11	12
LOC116517336	25	14	12	7	3	5	4	10	19	0	6	2
PHKB	1338	523	411	338	89	469	327	316	435	127	320	563
LOC116502997	65	21	48	6	7	26	18	17	29	8	32	15
LOC116502623	7	0	0	0	0	0	0	0	0	0	3	0
LOC116502992	6	4	5	4	0	4	0	3	0	0	0	6
LOC116502993	649	138	158	151	47	181	161	106	131	30	136	154
RCN3	403	43	40	38	32	79	40	60	101	5	38	64
NEUROG3	0	0	0	0	0	0	0	0	0	0	0	0
APLNR	85	15	4	2	3	44	11	12	1	6	6	7
LOC116502998	25	14	0	21	10	0	0	12	0	3	6	8
LOC116502999	8	3	0	0	0	0	0	0	0	0	2	4
MUC15	0	0	12	0	0	0	7	0	26	0	0	0
LOC116508668	0	0	0	0	0	0	0	0	0	0	0	2
ALG6	279	145	133	126	28	168	84	105	20	37	106	86
MVP	6006	1294	1060	912	628	1390	1528	988	1502	553	850	933
LOC116515735	86	69	47	166	28	157	75	139	27	60	149	63
GPD1L	408	181	172	144	68	153	110	140	66	57	132	108
LOC116515737	4	0	0	0	0	0	0	0	0	0	0	0
LOC116505710	63	5	2	12	0	12	7	6	11	6	22	6
POLE2	0	0	0	0	0	3	0	0	0	0	0	3
POLE3	164	23	18	15	12	17	22	10	48	34	4	13
PSME3	297	119	146	145	31	144	87	77	304	88	171	105
C7H12orf73	21	13	14	23	0	29	13	13	38	0	9	11
CELSR2	87	5	76	12	2	19	13	21	14	31	12	7
CELSR3	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	504	112	186	200	43	189	123	214	171	116	106	229
TMEM250	300	25	64	25	31	53	31	14	34	19	22	15
TMEM251	68	58	48	30	11	37	25	20	18	27	22	24
TMEM252	4	0	0	0	0	0	0	0	0	0	0	0
FTO	14	0	0	0	0	4	0	0	0	0	0	0
MAP4K4	219	22	70	39	10	65	17	43	6	52	13	39
MAP4K5	533	241	244	132	36	238	217	215	197	64	101	164
VSIG10L	26	13	41	33	0	14	16	31	113	0	36	5
LOC116522924	4	0	0	3	0	0	0	2	0	0	4	0
AR	4247	972	1085	906	837	2058	1399	1680	1594	1192	952	1162
TMEM259	539	148	185	213	45	198	140	169	141	49	132	144
MAP4K2	505	114	165	80	62	261	219	148	245	34	117	208
MAP4K3	523	212	149	145	43	157	100	144	58	19	172	134
RAB40B	601	173	137	199	67	167	125	163	34	35	121	103
RAB40C	50	12	32	5	0	22	18	35	35	0	8	12
CRIP1	55	21	38	15	9	41	19	24	5	0	6	16
ARNTL2	377	173	93	121	75	76	101	136	54	53	143	192
LOC116521911	0	0	0	0	0	0	0	0	0	0	0	0
INTU	399	120	114	98	46	177	62	69	23	78	57	66
TRNAT-AGU	0	0	0	0	0	0	0	0	0	0	0	0
USP38	837	327	308	172	75	365	136	174	266	89	166	187
LOC116504771	45	31	23	21	11	16	10	21	12	4	16	23
LOC116514175	106	35	41	20	4	49	31	22	0	8	30	12
LOC116514174	0	0	0	0	0	0	0	0	0	0	0	0
DMAC1	437	101	95	62	42	112	83	33	109	12	45	50
LOC116503006	2381	743	548	456	214	613	366	864	196	210	360	314
THSD7B	0	0	0	0	0	0	0	0	0	0	0	0
THSD7A	31	3	25	4	9	7	5	9	18	0	0	5
LOC116519037	152	53	19	24	8	42	16	16	27	22	34	13
MAP1A	170	32	46	13	10	56	27	19	20	12	21	19
HEBP2	713	538	469	500	93	509	207	296	187	116	632	183
HEBP1	337	148	73	49	50	107	73	115	63	50	111	106
LOC116520151	12	13	1	4	6	0	9	12	0	0	3	4
WDR20	172	48	65	38	10	45	33	60	20	18	30	64
DMAC2	224	37	44	33	6	36	32	27	16	8	40	42
RBFOX1	0	0	0	0	0	0	0	3	0	0	0	0
WDR24	230	30	58	19	10	55	29	26	76	0	32	37
WDR27	0	0	0	0	0	3	0	0	0	0	0	0
WDR26	1022	208	210	157	68	179	147	185	109	142	149	160
LOC116510491	0	0	0	0	0	0	0	1	0	0	0	0
LOC116504439	0	0	0	0	0	0	0	0	0	0	0	0
LOC116513773	92	9	11	8	14	5	7	0	0	0	0	7
ITGB8	0	0	2	0	0	6	0	0	0	0	0	0
LOC116505684	0	2	0	0	0	0	0	0	0	0	0	0
NCBP3	1108	381	247	218	76	248	206	132	335	150	261	174
ITGB7	341	47	41	22	2	103	43	13	67	0	9	22
ITGB4	1138	375	227	210	124	221	330	492	200	130	248	487
ITGB5	174	61	68	22	16	90	51	54	57	0	16	47
ITGB2	151	152	72	28	19	230	40	19	72	0	45	35
LOC116519723	0	0	0	0	0	0	0	0	0	0	0	0
MYOM2	0	0	0	0	0	0	0	0	0	0	0	0
MYOM3	7	0	0	0	0	5	3	0	0	0	0	0
ATP2B4	1114	509	504	297	120	473	317	470	329	181	400	390
MCM8	16	6	3	0	0	4	2	3	0	0	6	4
MCM9	29	18	8	10	2	15	4	2	0	0	7	8
MFSD14A	511	219	233	152	48	269	138	172	243	18	171	179
LOC116503571	4139	893	1959	1100	253	1120	2660	1272	4918	520	621	754
TSPEAR	0	0	0	0	0	0	0	0	0	0	0	0
LOC116503572	0	0	0	0	0	0	0	0	0	0	0	0
MCM6	33	14	0	0	7	14	5	8	0	0	0	0
MCM7	707	64	63	42	34	95	58	24	54	13	47	22
MCM4	151	83	17	4	13	99	38	19	0	9	7	22
NFKBIL1	62	0	2	5	5	5	6	2	0	0	6	0
SUGCT	338	110	73	57	56	103	93	138	0	0	109	103
DOCK4	352	229	49	98	3	55	37	102	35	16	65	39
DOCK7	413	177	244	101	13	206	111	158	127	16	133	149
FDFT1	247	88	48	99	15	120	72	74	16	84	24	82
DOCK1	1190	409	431	233	111	396	195	300	98	48	294	371
SH3GLB2	1194	243	190	197	80	208	162	84	380	61	215	150
SH3GLB1	3540	1672	879	1032	396	948	899	942	671	731	957	827
DOCK2	26	9	19	0	0	104	5	11	0	0	0	0
LOC116511355	56	23	6	9	14	12	11	14	10	0	4	5
LOC116519640	1371	872	461	707	248	709	473	1182	125	607	915	571
DOCK9	167	77	159	39	4	96	59	78	0	20	61	37
DOCK8	89	16	37	8	10	168	29	76	0	0	15	7
LOC116503790	0	0	0	0	0	0	0	0	0	0	0	0
CCDC183	1382	302	76	145	203	209	216	90	191	38	144	157
CCDC180	29	0	3	0	0	0	12	0	0	0	0	0
CCDC181	25	17	17	15	0	17	5	7	0	0	3	4
CCDC186	204	60	128	50	32	92	49	69	64	0	64	68
CRIPT	200	59	103	46	27	90	32	65	12	5	25	36
CCDC185	0	0	4	0	0	0	1	0	0	0	0	0
COL4A2	193	59	229	22	22	301	113	80	430	48	31	108
COL4A3	126	44	122	0	8	55	38	25	0	0	19	28
COL4A1	343	95	340	28	48	294	154	156	371	9	48	131
COL4A6	736	152	320	154	30	279	346	312	340	56	164	213
FREM1	90	16	35	8	2	21	11	20	4	0	3	7
COL4A4	193	51	157	13	18	34	60	66	103	0	28	41
COL4A5	598	119	364	117	18	310	449	289	401	37	130	139
C8H8orf88	0	0	0	0	0	0	0	0	0	0	0	0
LOC116502636	5	3	0	4	3	6	4	0	0	0	4	6
C8H8orf82	168	19	27	16	24	43	30	9	15	2	8	7
MYEF2	480	123	123	109	43	138	100	89	105	15	67	88
BCAN	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA10	5030	2139	1543	2320	696	1948	1232	1729	591	1244	1758	1383
CIDEA	85	23	70	25	17	52	24	43	0	0	19	37
LOC116511253	0	0	0	0	0	0	0	0	0	0	1	0
LOC116513190	718	150	143	139	26	128	67	217	259	101	202	117
ISY1	34	12	16	13	13	14	12	9	0	0	2	10
MAP9	0	0	0	0	0	0	0	0	0	0	0	0
MAST3	2574	613	636	514	135	732	640	469	810	118	378	556
HNRNPLL	551	131	170	135	68	196	125	140	76	84	125	112
LOC116511252	0	0	0	0	0	0	0	0	0	0	0	0
UNC13C	203	52	65	78	15	132	180	93	132	34	100	68
LOC116502559	0	0	0	0	0	0	0	0	0	0	0	0
UNC13A	6	0	0	4	0	0	0	0	0	0	0	0
LOC116513199	857	337	144	290	90	271	143	111	52	117	123	121
LOC116503711	127	48	44	31	19	38	37	39	3	27	56	54
AIFM3	36	2	4	2	3	0	4	0	9	0	0	3
UNC13D	56	19	12	39	4	34	8	9	0	31	8	7
ATAD2	533	214	41	261	36	116	125	85	0	41	104	93
ATAD1	617	330	331	247	76	327	141	189	154	134	159	279
LARGE1	177	59	65	45	10	75	38	63	100	0	33	70
SLC3A1	97	46	72	56	57	165	67	234	31	53	48	151
ATAD5	14	8	3	0	0	14	10	8	0	0	5	0
LOC116522989	0	0	0	0	0	0	0	0	0	0	0	0
PGBD5	182	61	112	53	57	118	108	241	98	118	30	293
LOC116502989	504	170	203	130	32	149	79	85	134	26	126	214
LOC116521200	10	2	0	0	4	0	0	0	0	0	0	0
LOC116512829	0	0	0	0	0	0	0	0	0	0	0	0
SMARCA2	2730	1008	1006	825	259	1017	626	741	965	491	849	879
SMARCA1	432	196	181	186	41	186	111	95	43	9	142	145
HTR7	12	11	5	0	0	15	5	0	0	0	6	4
TCTA	618	148	94	115	60	141	132	95	132	27	91	113
SPPL2B	1183	170	158	104	112	202	130	103	303	54	90	80
SMARCA5	64	9	52	7	2	47	14	6	6	7	34	15
PIK3CD	103	44	39	28	9	147	43	17	12	0	6	17
LOC116516872	10	7	0	6	0	5	0	4	0	0	0	0
LOC116512820	5	0	0	0	0	2	0	0	0	0	0	0
LOC116512823	35	13	3	0	17	35	5	33	7	0	0	16
LOC116516707	0	0	0	0	0	0	0	0	0	0	0	0
LOC116512825	1	1	1	1	1	1	1	2	9	1	1	1
LOC116512824	0	0	0	0	0	0	0	0	0	0	0	0
LOC116516702	200	33	28	30	39	7	36	26	0	0	20	13
LOC116512826	1	2	1	1	1	1	1	2	2	1	1	2
POMGNT2	50	28	26	28	14	32	23	25	0	0	36	17
POMGNT1	380	108	113	156	22	109	95	71	107	63	64	111
KMO	9637	3301	1554	2670	1023	2600	1700	2595	1149	1517	2110	2064
LOC116519727	5	2	4	4	1	3	5	4	4	0	3	2
MUSTN1	0	7	10	0	0	0	0	0	22	0	0	0
AVL9	147	61	41	35	8	61	32	35	7	35	31	22
RABGAP1	395	138	213	149	58	137	144	86	172	40	77	77
CLUAP1	268	41	53	20	5	38	41	10	120	0	24	7
LOC116502977	1543	371	204	179	129	405	288	176	338	56	119	178
MLN	0	0	0	0	0	0	0	0	0	0	0	0
ICMT	1021	267	288	319	142	300	233	187	229	121	189	149
LOC116510301	0	0	0	0	0	0	0	0	0	0	0	0
LOC116517479	67	10	7	8	16	7	10	6	27	5	2	8
LOC116517478	14130	1087	726	277	2785	2585	2218	1321	2384	838	512	1277
LOC116517475	604	125	102	85	24	332	180	117	316	49	102	14
LOC116517476	3837	371	332	231	467	633	509	447	786	96	262	307
SRP68	1084	372	531	292	112	408	243	246	313	142	358	301
LOC116510307	0	20	13	30	9	14	29	9	20	19	12	22
TBC1D22A	621	361	243	221	88	232	127	398	143	116	212	218
LOC116510304	0	0	0	0	0	0	2	0	0	0	0	2
BCL2L12	12	0	7	3	0	5	8	4	0	0	5	3
IFT22	45	14	7	13	9	32	9	16	0	0	17	13
IFT20	175	55	62	20	23	47	37	29	69	17	36	33
IFT27	15	0	10	5	2	0	5	0	0	0	0	9
MTFR2	84	30	21	18	11	41	8	19	0	7	6	13
LRRC73	3	0	0	0	0	0	2	0	0	0	0	0
LOC116508671	46	180	315	175	97	336	554	765	363	215	235	439
STK39	156	101	103	54	17	72	50	40	8	18	64	42
MYO15A	0	0	0	0	0	0	3	0	0	0	0	0
MYCBP2	3026	595	537	376	135	592	393	412	467	135	410	534
STK36	12	7	19	2	0	0	0	0	0	0	6	2
STK35	91	17	25	33	12	20	14	16	27	15	6	22
STK33	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L2	0	0	15	0	0	0	11	3	70	0	0	0
PINX1	1244	492	525	713	173	486	358	324	417	198	375	378
LOC116517048	4061	595	409	437	312	540	558	327	594	493	409	361
GMPPB	278	80	96	116	24	134	72	69	124	67	69	86
TEX10	67	31	31	35	2	20	15	24	4	0	31	16
TEX11	0	0	0	0	0	0	0	0	0	0	0	0
XK	0	0	0	0	0	0	0	0	0	0	0	0
ORAI3	61	25	32	13	8	41	23	35	38	0	12	32
TEX14	1787	115	89	57	68	370	15	163	115	4	96	55
TEX15	134	67	136	55	17	154	43	129	26	63	58	76
XG	0	0	0	0	0	0	0	0	0	0	0	0
CFL1	9160	1234	1688	1801	567	1884	1290	910	2869	555	1061	727
RASL10B	97	16	52	21	0	75	34	46	50	3	22	28
LOC116506295	0	0	0	0	0	0	0	0	0	0	0	0
PALB2	21	4	1	3	1	4	2	2	0	0	0	0
LOC116516192	0	0	0	0	0	0	0	0	0	0	0	0
HAS3	11	3	12	2	0	8	7	12	10	0	0	10
HAS2	0	0	0	0	0	5	0	0	8	0	0	0
LOC116512949	0	0	0	0	0	0	0	0	0	0	0	0
GCM2	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523826	29	25	0	0	0	24	17	10	0	0	17	5
NAV1	189	37	69	39	10	145	32	75	20	15	11	29
NAV2	283	175	459	223	39	349	157	303	60	46	200	185
NAV3	791	187	211	115	42	283	176	237	85	35	202	77
LOC116523829	354	140	73	107	48	140	138	72	150	69	85	105
LRMDA	16	9	7	6	0	3	20	14	0	6	4	9
ACAN	0	0	0	0	0	0	0	0	0	0	0	0
PGRMC1	16247	6666	4754	6108	1995	5460	4288	4599	2677	2665	4681	4999
LOC116511842	9	3	3	2	3	11	6	6	1	13	4	1
LOC116511843	0	0	0	0	0	0	0	0	0	0	0	0
SETDB1	1149	80	80	63	42	129	97	62	138	8	68	50
LOC116523099	0	0	0	0	0	0	0	0	0	0	0	0
SETDB2	225	81	135	96	25	126	65	77	38	7	71	78
ELL2	910	535	1551	561	156	617	737	1320	578	172	309	946
SULF1	0	10	0	0	0	0	0	0	0	0	4	0
SNF8	586	327	174	186	60	281	145	180	186	149	158	138
LOC116523723	0	0	0	0	0	0	0	0	0	0	0	0
LOC116513843	287	412	63	261	0	137	0	627	45	0	5	213
LOC116523095	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523096	4	0	2	0	0	5	3	0	0	0	4	7
AVPR1B	0	0	0	0	0	0	0	0	0	0	0	0
LOC116514632	1	1	0	1	0	1	0	0	0	0	1	0
CPSF1	2493	238	237	150	114	255	196	118	443	14	190	134
LOC116523906	5	2	3	3	0	1	1	4	0	1	8	3
MTMR14	1493	426	364	400	163	438	493	247	502	231	282	333
NPEPL1	3548	1389	1008	751	389	1427	838	1000	1174	299	815	1046
ITPRIP	4	6	6	0	0	24	2	6	0	0	5	0
LOC116510516	7480	2655	1884	2279	971	3077	2661	3197	2161	1347	2617	1764
LOC116521765	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522269	235	37	33	34	20	40	36	58	3	12	54	65
LOC116521760	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521761	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521762	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506874	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521764	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506872	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506871	0	0	0	0	0	1	0	0	0	0	0	0
LOC116506870	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521768	0	0	0	0	0	0	0	0	0	0	0	0
SLCO4C1	0	0	0	0	10	0	0	0	0	0	0	0
RAB11FIP3	205	50	113	36	15	71	30	33	59	7	19	51
FBRS	908	211	266	190	45	205	183	155	350	20	124	144
LOC116506879	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510460	253	118	101	40	9	257	40	51	17	4	30	60
AP3M2	28	15	18	4	0	15	6	6	0	0	4	11
AP3M1	3421	1660	1060	650	269	961	577	491	1163	413	394	1396
CDC25C	26	0	0	0	0	5	0	3	0	0	9	0
LOC116510277	0	0	0	0	0	0	0	0	0	0	0	0
CDC25A	65	36	7	8	10	24	17	19	22	0	13	3
SSB	449	147	242	191	59	223	123	180	114	103	169	150
NTNG1	0	0	0	0	0	0	0	0	0	0	4	0
HDGFL3	47	28	61	15	6	34	33	43	66	0	31	18
LOC116521766	0	0	0	0	0	0	0	0	0	0	0	0
KCTD9	112	38	19	21	5	32	12	24	3	0	17	11
FOXB2	0	0	0	0	0	0	0	0	0	0	0	0
HOXA9	0	0	0	0	0	0	0	0	0	0	0	0
LOC116511595	0	0	0	0	0	3	0	5	0	0	0	0
LOC116511596	512	265	266	260	79	233	234	191	381	88	201	223
LOC116523549	6	0	4	0	0	0	3	2	0	0	0	5
LOC116511598	0	0	0	0	0	0	0	0	0	0	0	1
HOXA1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523544	128	18	0	20	5	3	9	17	6	0	4	8
HOXA3	39	23	35	7	0	28	22	20	31	2	11	17
LOC116523542	43	6	0	0	0	0	0	0	0	0	0	0
LOC116511996	0	0	0	0	0	0	0	0	0	0	0	0
HOXA6	0	0	3	0	0	0	0	0	0	0	0	0
HOXA7	0	0	0	0	0	0	2	0	0	0	0	0
LOC116523890	492	196	184	300	91	231	165	117	29	97	219	131
LOC116523892	124	48	88	171	0	0	64	39	41	0	56	26
ANO2	0	0	0	0	0	0	0	0	0	0	0	0
ANO5	90	39	218	54	30	84	76	98	14	14	60	106
IGFBPL1	0	0	0	0	0	0	0	0	0	0	0	0
ANO7	0	0	0	0	0	0	2	0	0	0	0	0
PAPPA2	0	0	0	0	0	0	0	0	0	0	0	0
ANO9	36	23	13	17	0	16	14	13	0	0	20	17
ANO8	23	6	15	11	0	9	6	11	3	0	5	5
SLIRP	220	42	49	45	20	37	28	37	35	18	31	23
LOC116512646	6	0	0	2	0	5	0	0	0	0	0	0
LOC116512641	3	0	2	6	0	0	0	3	0	0	0	0
LOC116511623	5	6	4	4	4	3	4	3	5	11	5	5
LOC116521496	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521497	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521494	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521495	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521492	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521493	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521490	0	0	0	0	0	0	0	0	0	0	0	0
LOC116519728	3	3	4	0	0	2	1	2	0	0	0	0
RADIL	36	0	20	0	3	18	19	15	0	2	10	11
GZF1	160	104	105	43	21	89	53	80	44	41	41	66
FANCM	8	0	6	7	0	4	0	4	0	0	5	5
LOC116508478	84	41	55	13	13	50	14	37	25	10	30	11
LOC116508878	19	14	0	2	5	0	4	0	0	0	1	4
LOC116521498	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521499	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510642	25	11	2	22	4	13	5	12	10	0	10	10
VPS37B	73	19	59	20	13	25	14	18	82	12	14	21
HOXA2	17	7	8	0	0	6	5	2	0	0	3	5
LOC116521469	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510644	30	22	17	46	4	0	10	17	6	3	34	34
STAB2	1890	669	951	398	108	792	194	592	244	99	267	467
STAB1	2269	697	783	371	214	986	439	772	477	134	278	565
ZNF207	420	124	333	195	37	243	195	244	428	39	154	195
MCM10	3	0	0	0	2	4	2	0	0	0	0	0
ACP2	538	250	313	218	89	274	194	227	178	129	211	316
PLEK2	0	0	5	0	0	0	0	0	0	0	0	0
TTC9C	289	43	35	35	36	83	60	39	76	16	43	38
CDIP1	1284	459	265	293	127	369	328	226	317	99	249	193
LOC116520735	0	0	0	0	0	0	0	0	0	0	0	0
FUT10	91	37	12	23	7	26	36	18	0	0	25	25
KCNN2	0	0	0	0	0	0	0	0	0	0	0	0
KCNN4	34	8	37	7	3	45	30	2	15	0	3	3
LOC116524064	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP	1091	548	562	599	211	629	510	622	500	326	384	522
SPEGNB	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520737	808	281	224	238	63	286	139	177	208	131	150	164
LOC116516198	5	2	0	0	3	4	1	0	0	0	0	0
TRAPPC3L	39	14	6	8	0	14	9	11	3	0	6	2
DNAJC24	84	22	18	18	6	45	25	13	0	0	11	16
LOC116515033	0	4	0	0	5	0	0	0	0	0	0	0
LOC116515032	8	0	0	0	2	3	0	7	0	0	0	0
SYNDIG1	0	4	14	2	0	3	6	6	15	0	5	0
LOC116515037	0	0	1	0	0	0	0	1	0	0	0	1
LMNTD1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515035	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515034	0	0	0	0	0	0	0	0	0	0	2	0
CDIPT	147	64	56	43	9	81	45	32	14	9	38	36
LOC116506407	540	166	247	159	69	255	196	240	153	127	198	317
MED20	84	42	22	39	12	32	30	36	14	15	22	33
DXO	273	74	47	45	20	83	70	45	64	20	66	37
HTR4	0	0	4	0	0	0	0	0	0	0	0	0
SLC35A2	109	25	36	21	7	37	22	22	34	15	20	29
MTARC2	3463	1124	756	888	296	1073	686	881	501	362	740	689
TDG	66	15	3	6	0	9	0	0	0	0	11	3
SGTB	66	44	15	21	4	19	4	14	0	10	27	14
SGTA	2871	389	626	429	358	513	404	259	253	163	250	186
HIGD2A	728	296	206	248	74	296	167	170	216	157	187	149
KIAA1549L	0	0	0	0	0	0	0	0	0	0	0	0
COL2A1	3	0	0	0	0	4	0	0	0	0	0	0
LOC116523581	158	0	2	2	6	3	2	0	20	0	0	0
LIN7B	28	4	9	4	0	2	4	4	0	0	7	2
LIN7C	1079	423	409	243	104	412	188	378	200	215	147	229
YTHDC2	247	143	97	103	17	99	65	75	25	17	95	112
LOC116520010	792	252	213	156	51	225	142	220	155	23	138	126
LOC116504172	10	3	5	0	0	0	3	5	0	0	0	0
LOC116521604	0	0	0	0	0	0	0	0	0	0	0	0
LOC116504174	13	7	0	2	2	23	4	12	0	0	0	9
RASSF10	3	1	4	0	0	0	4	1	2	0	0	0
CPSF7	1101	454	230	356	90	297	246	166	272	186	277	194
SLC35A1	78	46	68	39	12	34	37	30	0	15	30	27
LOC116509831	0	0	0	0	0	0	0	0	0	0	0	0
LOC116514282	0	0	0	0	0	0	0	0	0	0	0	0
WSB1	11283	5528	1037	4064	1198	3240	3154	3305	2110	1637	1742	1710
LOC116505350	19	13	6	7	0	4	3	5	0	9	12	2
TCTN1	725	235	171	114	73	203	208	85	183	41	142	73
TCTN3	49	16	17	27	2	14	5	5	0	0	2	10
TCTN2	408	101	150	150	38	156	139	116	198	62	100	70
PRRC2B	3463	575	753	559	198	645	489	552	857	267	516	521
LOC116521749	0	0	0	0	0	0	0	0	0	0	0	0
MFAP1	2695	495	391	329	154	448	381	233	678	177	248	320
TGDS	67	33	44	31	19	43	7	30	0	0	28	7
KLHL23	17	3	7	0	0	12	6	16	0	0	0	3
LOC116508930	138	60	93	56	9	20	22	24	0	43	26	26
LOC116515694	829	69	77	51	51	113	75	28	109	17	19	21
RAB24	638	173	111	180	49	143	119	87	69	0	83	116
LOC116515692	0	5	16	4	2	115	21	0	0	0	0	0
LOC116515691	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515690	479	134	82	71	52	166	205	181	56	40	94	132
SEC24A	2075	730	754	758	198	854	421	622	456	375	606	746
SEC24B	481	243	222	149	40	188	87	178	91	148	144	157
FABP2	0	0	0	0	0	0	0	0	0	0	0	0
SEC24D	516	217	285	167	85	294	168	122	217	79	192	208
IDH1	36578	15804	12802	18044	5064	13404	12229	10181	8860	6923	20492	17494
FABP7	0	0	0	0	0	0	0	0	0	0	0	0
FABP6	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH1	259	93	123	96	31	146	69	98	17	23	109	84
HYI	998	262	208	267	129	364	250	238	179	170	196	162
CHGB	3	5	7	0	0	5	4	3	8	0	0	0
LOC116521941	0	0	0	0	0	0	2	0	0	0	0	0
LOC116508297	0	0	0	0	0	0	0	0	0	0	0	0
HESX1	0	0	0	0	0	0	0	0	0	0	0	0
LTBP1	663	555	333	225	99	379	353	621	283	115	154	354
