INFO,scaffold,start,end,mid,sites,pi_MAH,pi_MER,pi_PVM,pi_SUM,pi_STO,pi_CHR,pi_RON,pi_ROC,pi_ELF,pi_NAM,pi_MAR,pi_PAP,dxy_MAH_MER,dxy_MAH_PVM,dxy_MAH_SUM,dxy_MAH_STO,dxy_MAH_CHR,dxy_MAH_RON,dxy_MAH_ROC,dxy_MAH_ELF,dxy_MAH_NAM,dxy_MAH_MAR,dxy_MAH_PAP,dxy_MER_PVM,dxy_MER_SUM,dxy_MER_STO,dxy_MER_CHR,dxy_MER_RON,dxy_MER_ROC,dxy_MER_ELF,dxy_MER_NAM,dxy_MER_MAR,dxy_MER_PAP,dxy_PVM_SUM,dxy_PVM_STO,dxy_PVM_CHR,dxy_PVM_RON,dxy_PVM_ROC,dxy_PVM_ELF,dxy_PVM_NAM,dxy_PVM_MAR,dxy_PVM_PAP,dxy_SUM_STO,dxy_SUM_CHR,dxy_SUM_RON,dxy_SUM_ROC,dxy_SUM_ELF,dxy_SUM_NAM,dxy_SUM_MAR,dxy_SUM_PAP,dxy_STO_CHR,dxy_STO_RON,dxy_STO_ROC,dxy_STO_ELF,dxy_STO_NAM,dxy_STO_MAR,dxy_STO_PAP,dxy_CHR_RON,dxy_CHR_ROC,dxy_CHR_ELF,dxy_CHR_NAM,dxy_CHR_MAR,dxy_CHR_PAP,dxy_RON_ROC,dxy_RON_ELF,dxy_RON_NAM,dxy_RON_MAR,dxy_RON_PAP,dxy_ROC_ELF,dxy_ROC_NAM,dxy_ROC_MAR,dxy_ROC_PAP,dxy_ELF_NAM,dxy_ELF_MAR,dxy_ELF_PAP,dxy_NAM_MAR,dxy_NAM_PAP,dxy_MAR_PAP,Fst_MAH_MER,Fst_MAH_PVM,Fst_MAH_SUM,Fst_MAH_STO,Fst_MAH_CHR,Fst_MAH_RON,Fst_MAH_ROC,Fst_MAH_ELF,Fst_MAH_NAM,Fst_MAH_MAR,Fst_MAH_PAP,Fst_MER_PVM,Fst_MER_SUM,Fst_MER_STO,Fst_MER_CHR,Fst_MER_RON,Fst_MER_ROC,Fst_MER_ELF,Fst_MER_NAM,Fst_MER_MAR,Fst_MER_PAP,Fst_PVM_SUM,Fst_PVM_STO,Fst_PVM_CHR,Fst_PVM_RON,Fst_PVM_ROC,Fst_PVM_ELF,Fst_PVM_NAM,Fst_PVM_MAR,Fst_PVM_PAP,Fst_SUM_STO,Fst_SUM_CHR,Fst_SUM_RON,Fst_SUM_ROC,Fst_SUM_ELF,Fst_SUM_NAM,Fst_SUM_MAR,Fst_SUM_PAP,Fst_STO_CHR,Fst_STO_RON,Fst_STO_ROC,Fst_STO_ELF,Fst_STO_NAM,Fst_STO_MAR,Fst_STO_PAP,Fst_CHR_RON,Fst_CHR_ROC,Fst_CHR_ELF,Fst_CHR_NAM,Fst_CHR_MAR,Fst_CHR_PAP,Fst_RON_ROC,Fst_RON_ELF,Fst_RON_NAM,Fst_RON_MAR,Fst_RON_PAP,Fst_ROC_ELF,Fst_ROC_NAM,Fst_ROC_MAR,Fst_ROC_PAP,Fst_ELF_NAM,Fst_ELF_MAR,Fst_ELF_PAP,Fst_NAM_MAR,Fst_NAM_PAP,Fst_MAR_PAP,Category_I,Category_2
CATSPERG,NC_045552.1,2894907,2894907,2894907,1,0.1448,0,0.3556,0.3401,0.3824,0.2684,0.1111,0.4156,0,0,0.2738,0.1359,0.0769,0.2462,0.2559,0.2885,0.2038,0.1239,0.3077,0.0769,0.0769,0.2115,0.1374,0.2,0.2115,0.25,0.15,0.0556,0.2727,0,0,0.1591,0.0714,0.3269,0.35,0.29,0.2333,0.3636,0.2,0.2,0.2955,0.2429,0.3558,0.2981,0.2436,0.3689,0.2115,0.2115,0.3033,0.2527,0.325,0.2778,0.3864,0.25,0.25,0.3295,0.2857,0.1889,0.3409,0.15,0.15,0.2614,0.2,0.298,0.0556,0.0556,0.197,0.119,0.2727,0.2727,0.345,0.3052,0,0.1591,0.0714,0.1591,0.0714,0.2078,-0.0436,0.0368,0.0574,0.0858,0.0323,-0.0247,0.1156,0.0816,0.1156,-0.0207,-0.0082,0.0707,0.0223,0.0411,0.0475,0,0.1111,NA,NA,-0.0564,-0.0858,-0.0162,-0.015,-0.0352,0,-0.0251,0.3629,0.4667,-0.0035,0.0702,-0.0067,-0.0142,0.0032,-0.0045,0.2121,0.1425,0.0113,0.0901,-0.0074,0.0201,-0.0119,0.2455,0.1494,0.0311,0.1203,-0.0023,-0.0016,0.3172,0.3201,-0.0177,0.0618,0.0594,0.2683,0.3333,-0.0528,-0.0318,0.3841,0.3128,0.0421,0.1618,NA,0.0547,0.0103,0.1139,0.1157,0.0051,reproduction,sperm
CATSPERG,NC_045552.1,2906216,2906216,2906216,1,0.0417,0,0.3556,0.4539,0.3725,0.2684,0.1111,0.4156,0.0714,0,0.3556,0.0588,0.0208,0.2125,0.3403,0.2515,0.1646,0.0741,0.2822,0.0551,0.0208,0.2338,0.049,0.2,0.3333,0.2407,0.15,0.0556,0.2727,0.0357,0,0.2222,0.0294,0.4,0.3444,0.29,0.2333,0.3636,0.2214,0.2,0.3333,0.2176,0.4136,0.3833,0.3519,0.4242,0.3452,0.3333,0.4074,0.3431,0.3185,0.2695,0.3822,0.2593,0.2407,0.356,0.256,0.1889,0.3409,0.175,0.15,0.3056,0.1706,0.298,0.0873,0.0556,0.2531,0.0817,0.289,0.2727,0.3737,0.2861,0.0357,0.2421,0.063,0.2222,0.0294,0.2386,-0.0764,0.1895,0.2125,0.1991,0.1808,0.0637,0.2822,-0.0761,0.1108,-0.0257,-0.0377,0.0707,0.0544,0.0441,0.0475,0,0.1111,-0.2308,NA,-0.0802,-0.1647,-0.0098,-0.0148,-0.0352,0,-0.0251,0.2647,0.4667,-0.0222,0.2473,-0.007,0.0028,0.0349,-0.0145,0.2712,0.1482,0.0294,0.2578,-0.0064,0.0224,-0.0114,0.2516,0.1498,-0.0039,0.2406,-0.0023,-0.0016,0.2416,0.3201,-0.0459,0.2304,0.0594,0.0575,0.3333,-0.0796,0.0714,0.351,0.3128,0.0074,0.3354,0.0977,0.1046,-0.0248,0.1109,0.1041,0.0694,reproduction,sperm
CATSPERG,NC_045552.1,2918552,2918552,2918552,1,0.0333,0,0.3556,0.4217,0.4217,0.2684,0.1111,0.4156,0.0385,0,0.3502,0.0727,0.0167,0.21,0.3,0.3,0.1617,0.0704,0.2803,0.0353,0.0167,0.2293,0.0525,0.2,0.2931,0.2931,0.15,0.0556,0.2727,0.0192,0,0.22,0.037,0.3759,0.3759,0.29,0.2333,0.3636,0.2115,0.2,0.332,0.2222,0.4144,0.3552,0.3161,0.406,0.3011,0.2931,0.3841,0.3084,0.3552,0.3161,0.406,0.3011,0.2931,0.3841,0.3084,0.1889,0.3409,0.1635,0.15,0.304,0.1759,0.298,0.0726,0.0556,0.2511,0.0885,0.2815,0.2727,0.3727,0.2896,0.0192,0.2308,0.0548,0.22,0.037,0.2407,-0.0278,0.1156,0.1848,0.1974,0.1105,0.0271,0.2109,-0.011,0.1179,0.0224,-0.014,0.0707,0.0654,0.0715,0.0475,0,0.1111,-0.0414,NA,-0.0092,-0.0347,-0.0086,-0.0079,-0.0352,0,-0.0251,0.1313,0.4667,-0.0164,0.0769,-0.0088,0.0076,0.0446,-0.0124,0.1895,0.1492,0.0116,0.1597,0.0101,0.0497,-0.0123,0.2013,0.154,0.0131,0.1701,-0.0023,-0.0016,0.1241,0.3201,-0.0228,0.0746,0.0594,0.0338,0.3333,-0.0214,9e-04,0.2229,0.3128,-1e-04,0.1701,0.1255,0.0399,-0.0055,0.121,0.1231,0.0242,reproduction,sperm
CATSPERG,NC_045552.1,2893974,2893974,2893974,1,0.0333,0,0.3556,0.4271,0.4217,0.2684,0.1111,0.4156,0.04,0,0.3502,0.0701,0.0167,0.21,0.3067,0.3,0.1617,0.0704,0.2803,0.036,0.0167,0.2293,0.0512,0.2,0.3,0.2931,0.15,0.0556,0.2727,0.02,0,0.22,0.0357,0.38,0.3759,0.29,0.2333,0.3636,0.212,0.2,0.332,0.2214,0.4172,0.36,0.3222,0.4091,0.308,0.3,0.388,0.3143,0.3552,0.3161,0.406,0.3014,0.2931,0.3841,0.3079,0.1889,0.3409,0.164,0.15,0.304,0.175,0.298,0.0733,0.0556,0.2511,0.0873,0.2818,0.2727,0.3727,0.289,0.02,0.2312,0.0543,0.22,0.0357,0.24,-0.0278,0.1156,0.1998,0.1974,0.1105,0.0271,0.2109,-0.0135,0.1179,0.0224,-0.0072,0.0707,0.072,0.0715,0.0475,0,0.1111,-0.0503,NA,-0.0092,-0.0274,-0.0068,-0.0079,-0.0352,0,-0.0251,0.1446,0.4667,-0.0164,0.0686,-0.0086,0.0118,0.0512,-0.0116,0.2118,0.1502,0.0156,0.1658,0.0101,0.0497,-0.0123,0.2102,0.154,0.0131,0.163,-0.0023,-0.0016,0.1366,0.3201,-0.0228,0.0668,0.0594,0.0403,0.3333,-0.0214,-7e-04,0.2356,0.3128,-1e-04,0.1608,0.1242,0.0529,0.0041,0.121,0.1242,0.0136,reproduction,sperm
CATSPERG,NC_045552.1,2893989,2893989,2893989,1,0.0345,0,0.3556,0.4271,0.4217,0.2684,0.1111,0.4156,0.04,0,0.3502,0.0701,0.0172,0.2103,0.3069,0.3002,0.1621,0.0709,0.2806,0.0366,0.0172,0.2297,0.0517,0.2,0.3,0.2931,0.15,0.0556,0.2727,0.02,0,0.22,0.0357,0.38,0.3759,0.29,0.2333,0.3636,0.212,0.2,0.332,0.2214,0.4172,0.36,0.3222,0.4091,0.308,0.3,0.388,0.3143,0.3552,0.3161,0.406,0.3014,0.2931,0.3841,0.3079,0.1889,0.3409,0.164,0.15,0.304,0.175,0.298,0.0733,0.0556,0.2511,0.0873,0.2818,0.2727,0.3727,0.289,0.02,0.2312,0.0543,0.22,0.0357,0.24,-0.0345,0.1283,0.2084,0.2062,0.1227,0.0341,0.2232,-0.0116,0.1169,0.0353,-0.0016,0.0707,0.072,0.0715,0.0475,0,0.1111,-0.0503,NA,-0.0092,-0.0274,-0.0068,-0.0079,-0.0352,0,-0.0251,0.1446,0.4667,-0.0164,0.0686,-0.0086,0.0118,0.0512,-0.0116,0.2118,0.1502,0.0156,0.1658,0.0101,0.0497,-0.0123,0.2102,0.154,0.0131,0.163,-0.0023,-0.0016,0.1366,0.3201,-0.0228,0.0668,0.0594,0.0403,0.3333,-0.0214,-7e-04,0.2356,0.3128,-1e-04,0.1608,0.1242,0.0529,0.0041,0.121,0.1242,0.0136,reproduction,sperm
CC2D1A,NC_045542.1,4216751,4216751,4216751,1,0.4719,0.2637,0.2,0.1887,0.1603,0.3368,0.4706,0,0.2155,0.4848,0.2285,0.4088,0.4055,0.3941,0.395,0.3905,0.4206,0.4559,0.3676,0.3994,0.4559,0.4018,0.4412,0.2143,0.2167,0.2044,0.2857,0.381,0.1429,0.2286,0.381,0.235,0.3413,0.1828,0.169,0.26,0.3667,0.1,0.196,0.3667,0.2032,0.3222,0.1718,0.2621,0.3678,0.1034,0.1986,0.3678,0.2058,0.3238,0.2517,0.3621,0.0862,0.1855,0.3621,0.193,0.3161,0.4,0.2,0.272,0.4,0.2774,0.3667,0.3333,0.3733,0.4444,0.3763,0.4259,0.12,0.3333,0.129,0.2778,0.3733,0.2181,0.3311,0.3763,0.4259,0.3351,0.0222,0.0273,0.0876,0.0957,0.0114,-0.011,0.1151,0.1056,-0.0123,0.0827,0.007,-0.0391,-0.0131,-0.0135,-0.0243,0.0181,0.0498,-0.0087,0.0093,-0.0119,-0.0074,-0.0155,-0.0174,-0.0135,0.0384,0,-0.0182,0.0342,-0.0138,-0.001,-0.0093,0.003,0.0582,0.0171,-0.016,0.0417,-0.011,0.0111,0.0059,0.0681,0.0206,-0.0249,0.0501,-0.0142,0.0116,-0.0048,0.0914,0.0163,-0.0136,0.0016,-0.0134,0.1903,0.0796,-0.0359,0.0493,-0.0072,-0.0352,0.2,0.0034,0.045,0.0616,-0.007,0.0362,0.0344,-0.0101,0.0147,random,
CC2D1A,NC_045542.1,4245343,4245343,4245343,1,0.0303,0,0,0.0655,0,0,0,0,0,0,0.0286,0.0357,0.0152,0.0152,0.0475,0.0152,0.0152,0.0152,0.0152,0.0152,0.0152,0.029,0.0325,0,0.0333,0,0,0,0,0,0,0.0143,0.0179,0.0333,0,0,0,0,0,0,0.0143,0.0179,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0467,0.05,0,0,0,0,0,0.0143,0.0179,0,0,0,0,0.0143,0.0179,0,0,0,0.0143,0.0179,0,0,0.0143,0.0179,0,0.0143,0.0179,0.0143,0.0179,0.0316,-0.0101,-0.0076,0.0062,-0.0275,-0.0135,-0.0124,-0.0145,0.066,0.0429,-0.0083,-0.0127,NA,0.0033,NA,NA,NA,NA,NA,NA,0,-0.0312,0.0025,NA,NA,NA,NA,NA,NA,0,-0.0235,0.0085,0.0043,0.004,0.0047,0.104,0.0575,-0.0043,0.0179,NA,NA,NA,NA,NA,0,-0.0835,NA,NA,NA,NA,0,-0.0415,NA,NA,NA,0,-0.0383,NA,NA,0,-0.0446,NA,0.0896,0.0209,0.0488,0.033,-0.0173,random,
CC2D1A,NC_045542.1,4218555,4218555,4218555,1,0.4701,0.4396,0.5333,0.5064,0.4528,0.3947,0.5033,0.1732,0.4808,1,0.4702,0.5065,0.5591,0.4724,0.5095,0.546,0.569,0.5307,0.6129,0.5331,0.5,0.5386,0.5099,0.5429,0.4852,0.4286,0.3929,0.4524,0.3247,0.4486,0.5,0.44,0.4847,0.5069,0.5333,0.55,0.5222,0.5818,0.524,0.5,0.528,0.5071,0.4885,0.4828,0.4923,0.4718,0.4917,0.5,0.4903,0.4975,0.4167,0.463,0.3636,0.46,0.5,0.4533,0.4881,0.4444,0.2955,0.44,0.5,0.43,0.4821,0.4091,0.4733,0.5,0.4689,0.4921,0.4018,0.5,0.3855,0.4708,0.5,0.4664,0.4914,0.5,0.5,0.49,0.0649,-0.0128,0.0243,0.0835,0.0997,0.0348,0.2114,0.0571,-0.1594,0.0681,0.0222,0.0564,0.0071,-0.0135,-0.0302,-0.0208,0.0313,-0.0121,-0.5234,-0.0148,0.0043,-0.0063,0.0242,0.0823,0.0036,0.2619,0.013,-0.4857,0.0206,-0.0055,0.0103,0.0239,-0.0092,0.1091,9e-04,-0.1628,0.0077,-0.0089,-0.0084,-0.011,0.0434,-0.0101,-0.1975,-0.0115,0.0062,-0.0053,0.0207,-0.007,-0.496,-0.013,0.0183,0.1006,-0.0133,-0.3893,-0.0107,-0.0097,0.0403,-1.0371,0.019,0.0923,-0.166,-0.0093,-0.0012,-0.1584,-0.1502,0.0049,random,
CC2D1A,NC_045542.1,4216682,4216682,4216682,1,0.4627,0.4396,0.5333,0.4305,0.3339,0.4421,0.5033,0.2468,0.4388,0.6,0.4702,0.503,0.5643,0.47,0.5589,0.5879,0.56,0.5333,0.6091,0.5562,0.5,0.542,0.5173,0.5429,0.4158,0.3744,0.4143,0.4524,0.3442,0.4196,0.5,0.44,0.4753,0.5393,0.5586,0.54,0.5222,0.5727,0.5375,0.5,0.528,0.5115,0.3849,0.4214,0.4563,0.3571,0.4263,0.5,0.445,0.4773,0.3828,0.4349,0.2868,0.3901,0.5,0.4179,0.4662,0.4556,0.3545,0.425,0.5,0.444,0.4769,0.4192,0.4583,0.5,0.4689,0.4872,0.3636,0.5,0.3982,0.458,0.5,0.4475,0.4784,0.5,0.5,0.4838,0.0702,-0.0122,0.111,0.1831,0.0808,0.0391,0.1874,0.1057,-0.0274,0.0743,0.033,0.0564,-0.0144,-0.0112,-0.031,-0.0208,0.0015,-0.016,-0.0724,-0.0148,-0.002,0.0344,0.0805,0.0484,0.0036,0.1942,0.0393,-0.0851,0.0206,-0.0018,-9e-04,-0.0133,-0.0068,0.0131,-0.0108,-0.0328,-0.012,0.0048,-0.0057,0.0157,-0.0046,-0.0148,-0.041,-0.0086,0.0318,-0.019,0.015,-0.0146,-0.0649,-0.0149,-0.002,0.0583,-0.0038,-0.0684,-0.0107,-0.0124,-0.0055,-0.0636,0.0054,0.05,-0.0253,-0.0087,0.0095,-0.025,-0.029,-0.0012,random,
CC2D1A,NC_045542.1,4236059,4236059,4236059,1,0.2962,0,0,0,0.3112,0,0.5357,0.1667,0.2258,0,0,0.2509,0.175,0.175,0.175,0.2969,0.175,0.4188,0.2292,0.2562,0.175,0.175,0.2679,0,0,0.1875,0,0.375,0.0833,0.125,0,0,0.1429,0,0.1875,0,0.375,0.0833,0.125,0,0,0.1429,0.1875,0,0.375,0.0833,0.125,0,0,0.1429,0.1875,0.4219,0.2396,0.2656,0.1875,0.1875,0.2768,0.375,0.0833,0.125,0,0,0.1429,0.3958,0.4062,0.375,0.375,0.4107,0.1875,0.0833,0.0833,0.2024,0.125,0.125,0.2321,0,0.1429,0.1429,0.0643,0.0893,-0.0087,-0.0067,0.1587,-0.0246,0.001,-1e-04,0.1115,0.2309,-0.0151,NA,NA,0.1143,NA,0.169,0.0833,0.0423,NA,NA,0.0736,NA,0.1189,NA,0.262,0.1979,0.087,NA,NA,0.0961,0.1597,NA,-0.0741,-0.2073,-0.1242,NA,NA,0.0212,0.2072,-0.0627,0.0391,0.0335,0.1441,0.349,0.0065,0.3797,0.3016,0.1532,NA,NA,0.1697,0.0122,0.0078,0.3112,0.339,-0.0355,-0.0221,0.2451,0.2428,4e-04,0.111,0.1747,-0.0067,NA,0.1192,0.2545,random,
CC2D1A,NC_045542.1,4238615,4238615,4238615,1,0.1887,0,0,0.0333,0.1307,0.3368,0.366,0,0.2457,0,0.2155,0.2747,0.1034,0.1034,0.1167,0.1581,0.2621,0.2797,0.1034,0.2145,0.1034,0.1986,0.2309,0,0.0167,0.069,0.2,0.2222,0,0.14,0,0.12,0.1607,0.0167,0.069,0.2,0.2222,0,0.14,0,0.12,0.1607,0.0833,0.21,0.2315,0.0167,0.152,0.0167,0.1327,0.172,0.2414,0.2605,0.069,0.1897,0.069,0.1724,0.2075,0.3333,0.2,0.284,0.2,0.272,0.2964,0.2222,0.3,0.2222,0.2889,0.3115,0.14,0,0.12,0.1607,0.14,0.2264,0.2557,0.12,0.1607,0.2421,-0.0152,-0.0113,-0.0396,-0.0221,0.0211,0.0284,-0.0221,-0.0104,0.1198,-0.0138,5e-04,NA,0,0.0108,0.0737,0.0882,NA,-0.0187,NA,-0.0404,0.0032,0,0.0082,0.0607,0.0735,NA,-0.0139,NA,-0.0302,0.0026,0.0082,0.0797,0.0941,0,-0.0502,0.1389,-0.0928,-0.0052,0.0158,0.0234,0.0152,-0.0344,0.1445,-0.044,-0.017,-0.0271,0.0914,0.0049,0.3246,0.024,-0.0061,0.1078,0.0113,0.348,0.0327,-0.0022,-0.0272,NA,-0.0584,0.0038,0.129,-0.0064,-0.0064,0.1161,0.1288,0.0043,random,
CC2D1A,NC_045542.1,4240437,4240437,4240437,1,0.383,0,0.2,0.4987,0.3214,0.525,0.4706,0.2684,0.4736,0,0.4787,0.5027,0.25,0.3,0.4643,0.3482,0.4688,0.5833,0.325,0.4318,0.25,0.4375,0.4688,0.1,0.4286,0.1964,0.4375,0.6667,0.15,0.3636,0,0.375,0.4375,0.4429,0.2571,0.45,0.6333,0.22,0.3909,0.1,0.4,0.45,0.4566,0.4911,0.5238,0.45,0.4805,0.4286,0.4821,0.4911,0.4621,0.6012,0.2875,0.4172,0.1964,0.4241,0.4621,0.5208,0.4562,0.483,0.4375,0.4844,0.4922,0.6167,0.5455,0.6667,0.5417,0.5208,0.4045,0.15,0.4125,0.4562,0.3636,0.4659,0.483,0.375,0.4375,0.4844,0.0193,-0.0175,0.0452,-0.0209,0.0226,0.1469,-0.0189,0.0043,0.1217,0.0077,0.0326,0.0833,0.1277,0.0593,0.2059,0.4669,0.0648,0.065,NA,0.066,0.1038,0.0457,-0.0049,0.0596,0.2751,-0.0333,0.0067,0.4545,0.0098,0.034,0.0507,-0.0161,0.0282,0.0588,-0.0018,0.1581,-0.0036,-0.0102,0.0175,0.1785,-0.0075,-0.0077,0.1485,-0.0034,0.0286,0.0173,0.0535,-0.0105,0.348,-0.0111,-0.0157,0.2677,0.0606,0.4412,0.0525,0.0234,0.0071,0.2961,0.0112,0.042,0.1401,-0.011,-0.0045,0.1309,0.1445,-0.0058,random,
CC2D1A,NC_045542.1,4245251,4245251,4245251,1,0,0.1429,0.3556,0.0966,0,0,0,0,0,0,0,0,0.0714,0.2,0.05,0,0,0,0,0,0,0,0,0.2429,0.1143,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.2108,0.093,NA,NA,NA,NA,NA,NA,NA,NA,-0.0141,-0.0163,0,0,0,0,0.1538,0.3846,0.2381,0.125,0.0072,0.0976,0.0794,0.0769,0.0815,0.2428,0.4667,0.3218,0.216,0.0171,0.0088,0.0081,0.0094,0.1114,0.1399,0.1672,0.0948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
CC2D1A,NC_045542.1,4218669,4218669,4218669,1,0.0345,0,0,0.1307,0.1887,0,0,0.0909,0.085,0,0,0,0.0172,0.0172,0.0838,0.1171,0.0172,0.0172,0.0611,0.0592,0.0172,0.0172,0.0172,0,0.069,0.1034,0,0,0.0455,0.0435,0,0,0,0.069,0.1034,0,0,0.0455,0.0435,0,0,0,0.1581,0.069,0.069,0.1082,0.1064,0.069,0.069,0.069,0.1034,0.1034,0.1395,0.1379,0.1034,0.1034,0.1034,0,0.0455,0.0435,0,0,0,0.0455,0.0435,0,0,0,0.085,0.0455,0.0455,0.0455,0.0435,0.0435,0.0435,0,0,0,-0.0345,-0.0259,0.052,0.0875,-0.046,-0.0423,0.0282,-0.0362,0.1169,0.069,0.0061,NA,0.0044,0.0186,NA,NA,0,-0.0645,NA,NA,NA,0.0033,0.0141,NA,NA,0,-0.0485,NA,NA,NA,-0.0019,0.0057,0.0053,-0.0112,0.0243,0.1396,0.1623,0.1047,0.0244,0.0226,-8e-04,0.0632,0.1456,0.1925,0.1371,NA,0,-0.0856,NA,NA,NA,0,-0.0789,NA,NA,NA,-0.0108,0.2941,0.2174,0.1364,0.1221,0.015,-0.0571,NA,NA,NA,random,
CC2D1A,NC_045542.1,4218676,4218676,4218676,1,0,0,0,0.1554,0.1887,0,0,0,0.085,0,0,0,0,0,0.0833,0.1034,0,0,0,0.0435,0,0,0,0,0.0833,0.1034,0,0,0,0.0435,0,0,0,0.0833,0.1034,0,0,0,0.0435,0,0,0,0.1695,0.0833,0.0833,0.0833,0.1196,0.0833,0.0833,0.0833,0.1034,0.1034,0.1034,0.1379,0.1034,0.1034,0.1034,0,0,0.0435,0,0,0,0,0.0435,0,0,0,0.0435,0,0,0,0.0435,0.0435,0.0435,0,0,0,NA,NA,0.1239,0.1357,NA,NA,NA,-0.0662,NA,NA,NA,NA,0.0138,0.0186,NA,NA,NA,-0.0645,NA,NA,NA,0.0104,0.0141,NA,NA,NA,-0.0485,NA,NA,NA,-0.0074,0.0181,0.0167,0.0194,0.0439,0.1409,0.1812,0.1404,0.0244,0.0226,0.0261,0.0632,0.1456,0.1925,0.1518,NA,NA,-0.0856,NA,NA,NA,NA,-0.0789,NA,NA,NA,-0.092,NA,NA,NA,0.1221,0.015,-0.0362,NA,NA,NA,random,
CC2D1A,NC_045542.1,4223842,4223842,4223842,1,0.5034,0.4945,0.3556,0.4356,0.4929,0.3947,0.5033,0.5195,0.4441,0,0.4615,0.5066,0.5143,0.47,0.481,0.4911,0.475,0.4889,0.4955,0.482,0.55,0.4846,0.5037,0.5857,0.5542,0.5255,0.5714,0.5317,0.513,0.5514,0.3571,0.544,0.4894,0.3862,0.4464,0.35,0.4333,0.4727,0.392,0.8,0.4077,0.5222,0.4661,0.4052,0.4579,0.4828,0.4317,0.6897,0.4416,0.514,0.4554,0.4802,0.4919,0.4679,0.5893,0.4725,0.5066,0.4444,0.4773,0.41,0.75,0.4231,0.5185,0.4899,0.46,0.6111,0.4658,0.5082,0.4836,0.5455,0.486,0.5034,0.68,0.4446,0.5133,0.6538,0.463,0.5114,0.009,0.0151,0.008,-0.0078,0.0141,-0.0104,-0.0117,0.0115,0.1509,0.0053,-0.0014,0.1573,0.0602,0.0205,0.1268,0.0323,0.0057,0.0631,0.419,0.0486,-0.0081,-0.0065,0.0109,-0.0312,0.0041,0.0323,-0.0117,0.6667,-0.0092,0.0408,0.002,-0.0098,-0.0086,0.0058,-0.0104,0.1969,-0.0117,0.038,0.0082,-0.0135,-0.0115,0.0048,0.1818,-6e-04,0.0058,-0.0053,0.0219,-0.0147,0.4572,-0.0131,0.0455,-0.0217,-0.006,0.4205,-0.0091,0.0022,0.0097,0.3557,0.0031,-0.007,0.1897,-0.0097,0.0401,0.1709,0.1481,0.0298,random,
CC2D1A,NC_045542.1,4218597,4218597,4218597,1,0,0,0,0.1831,0.1887,0,0,0,0.1502,0,0,0,0,0,0.1,0.1034,0,0,0,0.08,0,0,0,0,0.1,0.1034,0,0,0,0.08,0,0,0,0.1,0.1034,0,0,0,0.08,0,0,0,0.1828,0.1,0.1,0.1,0.164,0.1,0.1,0.1,0.1034,0.1034,0.1034,0.1669,0.1034,0.1034,0.1034,0,0,0.08,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0.08,0.08,0.08,0,0,0,NA,NA,0.1181,0.1214,NA,NA,NA,-0.0143,NA,NA,NA,NA,0.0174,0.0186,NA,NA,NA,-0.0353,NA,NA,NA,0.0132,0.0141,NA,NA,NA,-0.0265,NA,NA,NA,-0.0086,0.0229,0.0212,0.0245,0.0042,0.1415,0.1883,0.1191,0.0244,0.0226,0.0261,0.0064,0.1456,0.1925,0.1225,NA,NA,-0.0469,NA,NA,NA,NA,-0.0432,NA,NA,NA,-0.0504,NA,NA,NA,0.1264,0.0752,-0.0086,NA,NA,NA,random,
CC2D1A,NC_045542.1,4223866,4223866,4223866,1,0.506,0.4945,0.3556,0.4356,0.5064,0.3947,0.5033,0.5195,0.4898,0.3333,0.4752,0.5066,0.5089,0.4812,0.4881,0.5022,0.4844,0.4931,0.4972,0.4938,0.5208,0.4919,0.5023,0.5857,0.5542,0.4901,0.5714,0.5317,0.513,0.5286,0.4048,0.537,0.4894,0.3862,0.5207,0.35,0.4333,0.4727,0.44,0.7,0.4222,0.5222,0.5131,0.4052,0.4579,0.4828,0.4621,0.6264,0.4508,0.514,0.5172,0.5077,0.5031,0.5069,0.477,0.5089,0.4974,0.4444,0.4773,0.45,0.6667,0.4352,0.5185,0.4899,0.4778,0.5741,0.4712,0.5082,0.4909,0.5303,0.4882,0.5034,0.5667,0.4741,0.5074,0.5864,0.4753,0.5096,0.0048,0.021,0.0161,-0.004,0.0218,-0.0081,-0.0115,-0.0029,0.0524,0.004,-0.004,0.1573,0.0602,-0.0065,0.1268,0.0323,0.0057,0.0255,0.0497,0.0364,-0.0081,-0.0065,0.0451,-0.0312,0.0041,0.0323,0.0014,0.3458,-0.0042,0.0408,0.0444,-0.0098,-0.0086,0.0058,-0.0069,0.1052,-0.01,0.038,0.0512,0.0021,-0.0078,0.0108,0.0466,0.0223,-0.0091,-0.0053,0.0219,-0.0028,0.245,-0.0083,0.0455,-0.0217,-0.014,0.1657,-0.0117,0.0022,-0.009,0.1204,-0.0032,-0.007,0.0758,-0.0088,0.0096,0.0807,0.039,0.0198,random,
