start,scaffold.x,end.x,mid.x,dxy_Meadow_Lake,within,between,l_v_l_mean,l_v_m_mean,m_v_m_mean,mean_diff
413918,NC_045552.1,413918,413918,0.054,0.000330510935526658,0.961427750442603,0.0147,0.0433305555555556,0.0709266666666667,0.000517222222222218
414866,NC_045552.1,414866,414866,0.2864,0.781934421235755,0.782444612886076,0.307166666666667,0.30465,0.32354,-0.0107033333333333
415316,NC_045552.1,415316,415316,NA,NA,NA,NA,0.6667,NA,NA
415326,NC_045552.1,415326,415326,NA,NA,NA,NA,0.6667,NA,NA
416273,NC_045552.1,416273,416273,0.3433,0.0298860048471648,0.948032141175389,0.339773333333333,0.400333333333333,0.46616,-0.00263333333333332
416285,NC_045552.1,416285,416285,0.0695,0.000320096627618359,0.946278863045448,0.0846733333333333,0.0496472222222222,0.0128333333333333,0.000893888888888889
416316,NC_045552.1,416316,416316,0.2051,0.45804865449522,0.800268418246458,0.192326666666667,0.211297222222222,0.2603,-0.0150161111111111
416340,NC_045552.1,416340,416340,0.1515,8.53091230622262e-05,0.864427382350471,0.20908,0.144505555555556,0.0714666666666667,0.00423222222222222
416651,NC_045552.1,416651,416651,0.2758,0.445758070912287,0.8654325619593,0.313993333333333,0.327876666666667,0.36634,-0.00705533333333336
416777,NC_045552.1,416777,416777,0.1218,0.0266868910655185,0.988658236167657,0.0626066666666667,0.0989694444444444,0.135966666666667,-0.000317222222222219
416780,NC_045552.1,416780,416780,0.0874,0.000111822254106272,0.924104270990408,0.110926666666667,0.0684527777777778,0.023,0.00148944444444445
416784,NC_045552.1,416784,416784,0.0309,NA,NA,0,0.0172333333333333,0.0344666666666667,NA
416790,NC_045552.1,416790,416790,0.0343,NA,NA,0.0560733333333333,0.0287833333333333,0,NA
418117,NC_045552.1,418117,418117,0.2256,0.690167206400867,0.955328521408428,0.238113333333333,0.241783333333333,0.24975,-0.000984666666666689
418224,NC_045552.1,418224,418224,0.0433,0.0211056104451016,0.995997112349927,0.02426,0.0760333333333333,0.128106666666667,-0.000149999999999997
421933,NC_045552.1,421933,421933,0.1701,0.146052152589023,0.90680999096003,0.1946,0.226825,0.266826666666667,-0.00388833333333333
422704,NC_045552.1,422704,422704,0.0297,NA,NA,0,0.0166666666666667,0.0333333333333333,NA
423355,NC_045552.1,423355,423355,0.114,0.417819929602934,0.950519069231599,0.121073333333333,0.110755555555556,0.102406666666667,-0.000984444444444454
423604,NC_045552.1,423604,423604,0.0326,0.000173173756320438,0.967299182073426,0.0458066666666667,0.0261722222222222,0.00596666666666667,0.000285555555555556
423875,NC_045552.1,423875,423875,0.1071,0.000128467716435318,0.899697630543447,0.142693333333333,0.0906333333333333,0.0337666666666667,0.00240333333333333
423991,NC_045552.1,423991,423991,0.0231,NA,NA,0.0388666666666667,0.01975,0,NA
675601,NC_045556.1,675601,675601,0.4665,0.69260765077737,0.538424391951213,0.49584,0.4924,0.501566666666667,-0.00630333333333333
675665,NC_045556.1,675665,675665,0.2494,0.015153797740746,0.988735158835984,0.21588,0.260855555555556,0.30658,-0.000374444444444455
687282,NC_045556.1,687282,687282,0.3381,2.22846873978518e-06,0.587181597617517,0.260073333333333,0.344247222222222,0.404126666666667,0.0121472222222222
726481,NC_045543.1,726481,726481,0.4929,0.00550413131651058,0.0909862701849417,0.496886666666667,0.479380555555556,0.40008,0.0308972222222222
738284,NC_045543.1,738284,738284,0.1519,0.278153242848785,0.925995988514666,0.177706666666667,0.157125,0.140893333333333,-0.00217500000000001
739004,NC_045543.1,739004,739004,0.0452,0.00529348822848113,0.989358343625505,0.0222866666666667,0.0453027777777778,0.06802,0.000149444444444445
748613,NC_045543.1,748613,748613,0.0459,0.526937112371006,0.969058549533667,0.0539666666666667,0.0485583333333333,0.0439933333333333,-0.000421666666666667
752725,NC_045543.1,752725,752725,0.5156,0.0267896604682226,0.270499177541866,0.45364,0.507652777777778,0.51844,0.0216127777777778
752775,NC_045543.1,752775,752775,0.0684,0.118170136124032,0.97931262165253,0.0864666666666667,0.0737138888888889,0.0615333333333333,-0.000286111111111112
761497,NC_045543.1,761497,761497,0.0431,0.00405000043559766,0.986860887079033,0.0064,0.0262694444444444,0.04584,0.000149444444444445
797823,NC_045543.1,797823,797823,0.0581,0.843898708554039,0.822382592825156,0.0892857142857143,0.0783333333333333,0.08,-0.00708333333333333
867595,NC_045542.1,867595,867595,0.3143,0.393484542715732,0.882690828304726,0.32284,0.305305555555556,0.29428,-0.00325444444444445
871056,NC_045542.1,871056,871056,0.3688,7.59657932880344e-07,0.559385182035858,0.22886,0.328663888888889,0.398126666666667,0.0151705555555555
876428,NC_045542.1,876428,876428,0.1344,0.637893163511073,0.935156157406206,0.110533333333333,0.115683333333333,0.124006666666667,-0.00158666666666667
876446,NC_045542.1,876446,876446,0.0139,NA,NA,0.0193933333333333,0.00975,0,NA
876472,NC_045542.1,876472,876472,0.2077,0.985080495381598,0.91492046338053,0.189353333333333,0.187552777777778,0.189873333333333,-0.00206055555555554
876481,NC_045542.1,876481,876481,0.0484,0.744434688818242,0.965608744960783,0.0493333333333333,0.0461083333333333,0.04388,-0.000498333333333337
876503,NC_045542.1,876503,876503,0.3666,9.97993377524286e-09,0.273301433845302,0.438833333333333,0.368919444444444,0.241293333333333,0.0288561111111111
876543,NC_045542.1,876543,876543,0.3049,0.227287873168887,0.902739341905852,0.292866666666667,0.306830555555556,0.325286666666667,-0.00224611111111112
881476,NC_045542.1,881476,881476,0.058,0.0527058730676701,0.988265361897035,0.0498,0.0646333333333333,0.07978,-0.000156666666666666
881479,NC_045542.1,881479,881479,0.2563,3.52819992036673e-08,0.514708943371961,0.366326666666667,0.274908333333333,0.141506666666667,0.0209916666666666
888260,NC_045542.1,888260,888260,0.098,5.83478626508493e-06,0.910129377105556,0.0486666666666667,0.0885305555555556,0.125646666666667,0.00137388888888888
888310,NC_045542.1,888310,888310,0.1073,9.6699888674928e-06,0.910651698897007,0.05208,0.0931861111111111,0.131413333333333,0.00143944444444444
890678,NC_045542.1,890678,890678,0.0309,0.944057521199422,0.965360364787325,0.0238,0.0241,0.025,-0.000499999999999997
890679,NC_045542.1,890679,890679,0.1171,0.26137075647201,0.916642142148247,0.120846666666667,0.142319444444444,0.17002,-0.00311388888888889
890706,NC_045542.1,890706,890706,0.0418,0.000471512585347637,0.963635925134273,0.0115,0.0393583333333333,0.06626,0.000478333333333338
1085194,NC_045553.1,1085194,1085194,0.0548,0.119782716935333,0.984038910017931,0.04776,0.0374444444444444,0.0274866666666667,-0.000178888888888888
1091382,NC_045553.1,1091382,1091382,0.0617,NA,NA,0,0.0337333333333333,0.0661266666666667,NA
1471196,NC_045557.1,1471196,1471196,0.0096,NA,NA,0.0139,0.00695,0,NA
1471604,NC_045557.1,1471604,1471604,0.2886,0.751581001355182,0.829387689613054,0.301213333333333,0.286552777777778,0.285726666666667,-0.00691722222222224
1474244,NC_045557.1,1474244,1474244,0.0192,NA,NA,0.0333133333333333,0.0168666666666667,0,NA
1474263,NC_045557.1,1474263,1474263,NA,NA,NA,0.2,0.10835,0,NA
1475619,NC_045557.1,1475619,1475619,0.2085,0.000166936698604172,0.774566296387212,0.0906666666666667,0.212941666666667,0.31162,0.0117983333333333
1477526,NC_045557.1,1477526,1477526,0.4935,0.134852416565681,0.930354854776711,0.495053333333333,0.480294444444444,0.467666666666667,-0.00106555555555554
1480285,NC_045557.1,1480285,1480285,0.4904,0.315844814269836,0.683007204575544,0.500806666666667,0.488780555555556,0.485353333333333,-0.00429944444444447
1725969,NC_045557.1,1725969,1725969,NA,0.805947743092149,0.778228604621159,0.4609375,0.44583,0.444433333333333,-0.0106063636363636
1804161,NC_045554.1,1804161,1804161,0.2005,1.52400722301573e-05,0.643553001437323,0.183273333333333,0.290736111111111,0.36932,0.0144394444444444
1805744,NC_045554.1,1805744,1805744,0.149,0.831683366460709,0.956067166482663,0.114046666666667,0.115205555555556,0.117686666666667,-0.000661111111111098
1805759,NC_045554.1,1805759,1805759,0.0796,0.99131162460075,0.941866952214567,0.0877066666666667,0.0865583333333333,0.0879866666666667,-0.00128833333333334
1805760,NC_045554.1,1805760,1805760,0.069,0.556457906521943,0.955794837349509,0.0579866666666667,0.0635027777777778,0.0706733333333333,-0.000827222222222215
1805793,NC_045554.1,1805793,1805793,0.0687,0.556457906521943,0.955794837349509,0.0579866666666667,0.0635027777777778,0.0706733333333333,-0.000827222222222215
1806218,NC_045554.1,1806218,1806218,0.1678,0.962072814639003,0.910995124100916,0.121233333333333,0.117380555555556,0.119386666666667,-0.00292944444444444
1807097,NC_045554.1,1807097,1807097,0.4856,1.25518435552329e-05,0.256030461148119,0.490113333333333,0.446458333333333,0.348453333333333,0.027175
1810321,NC_045554.1,1810321,1810321,0.3812,0.0289773246381262,0.99479585418716,0.379973333333333,0.343275,0.306286666666667,0.000145000000000006
1810567,NC_045554.1,1810567,1810567,0.4512,0.00066047086164815,0.652611218736382,0.469126666666667,0.448430555555556,0.419446666666667,0.00414388888888889
1811628,NC_045554.1,1811628,1811628,0.0617,0.0753916801084297,0.954406090181435,0.14328,0.0994583333333333,0.0592733333333333,-0.00181833333333334
1815056,NC_045554.1,1815056,1815056,0.3346,0.000849173050985267,0.795531727892592,0.400146666666667,0.349841666666667,0.287546666666667,0.00599499999999997
1815064,NC_045554.1,1815064,1815064,0.3299,5.12291430939723e-06,0.696994861162589,0.359273333333333,0.294794444444444,0.211506666666667,0.00940444444444449
1815134,NC_045554.1,1815134,1815134,0.1313,0.000107613520232575,0.810060037122033,0.0623933333333333,0.160197222222222,0.242646666666667,0.0076772222222222
1884275,NC_045552.1,1884275,1884275,0.2564,0.0351747031017822,0.97459753670039,0.2838,0.257138888888889,0.23158,-0.000551111111111113
1884906,NC_045552.1,1884906,1884906,0.1703,2.3928460669365e-08,0.703742399546678,0.229666666666667,0.156308333333333,0.0664466666666667,0.00825166666666666
1884938,NC_045552.1,1884938,1884938,0.0282,0.363574548903469,0.969257063910722,0.0490933333333333,0.0407527777777778,0.0333333333333333,-0.000460555555555561
1895461,NC_045557.1,1895461,1895461,0.4163,0.495802842514658,0.781608764118709,0.43328,0.419152777777778,0.414986666666667,-0.0049805555555556
1895462,NC_045557.1,1895462,1895462,0.4923,0.244533489774289,0.613112315999841,0.50404,0.491827777777778,0.488666666666667,-0.0045255555555555
1895832,NC_045557.1,1895832,1895832,0.467,0.951409767769336,0.534489137777435,0.453041666666667,0.433434615384615,0.45572,-0.0208244755244755
1896013,NC_045557.1,1896013,1896013,0.0189,0.0412104530105794,0.731613423848932,0.0098,0.02334,0.03694,0.002684
1896039,NC_045557.1,1896039,1896039,0.4283,0.147051029368409,0.885876981187396,0.43052,0.410825,0.395733333333333,-0.00230166666666665
1896105,NC_045557.1,1896105,1896105,0.0997,0.295075413366581,0.95347569274793,0.0926933333333333,0.0779666666666667,0.0653333333333333,-0.00104666666666667
1896157,NC_045557.1,1896157,1896157,0.0711,0.00521676002056244,0.987490695038441,0.1011,0.0737277777777778,0.0459266666666667,0.000214444444444448
1896215,NC_045557.1,1896215,1896215,0.0302,0.0910698129392574,0.988467048568844,0.0166666666666667,0.0256388888888889,0.0348266666666667,-0.00010777777777778
1896229,NC_045557.1,1896229,1896229,0.1019,0.223489259943646,0.95678227100686,0.0970533333333333,0.0802222222222222,0.0653333333333333,-0.000971111111111117
1896288,NC_045557.1,1896288,1896288,0.1025,0.220202956463472,0.957104766282672,0.09726,0.0803333333333333,0.0653333333333333,-0.00096333333333333
1896355,NC_045557.1,1896355,1896355,0.4926,0.912986258120223,0.575776385982302,0.49292,0.489447222222222,0.494106666666667,-0.00406611111111116
1896661,NC_045557.1,1896661,1896661,0.4893,0.479560752152704,0.580638442277484,0.490526666666667,0.490333333333333,0.501073333333333,-0.00546666666666668
2098686,NC_045552.1,2098686,2098686,0.0692,0.132962847414908,0.972557883077808,0.0821066666666667,0.0666444444444445,0.0521333333333333,-0.000475555555555549
2098756,NC_045552.1,2098756,2098756,0.0169,NA,NA,0,0.0279166666666667,0.05468,NA
2100600,NC_045552.1,2100600,2100600,0.077,0.00136267228479859,0.973899176420648,0.0558933333333333,0.0820777777777778,0.107526666666667,0.000367777777777772
2104044,NC_045552.1,2104044,2104044,0.1831,0.000153297867308918,0.853094613440084,0.290973333333333,0.219733333333333,0.137433333333333,0.00553000000000001
2104168,NC_045552.1,2104168,2104168,0.4821,9.79430387061566e-06,0.425364065490784,0.4044,0.462763888888889,0.4948,0.0131638888888889
2112450,NC_045552.1,2112450,2112450,0.4507,0.915934536867906,0.645556305994283,0.47158,0.463077777777778,0.469066666666667,-0.00724555555555556
2115129,NC_045552.1,2115129,2115129,0.0234,NA,NA,0.0384533333333333,0.01945,0,NA
2116598,NC_045552.1,2116598,2116598,0.0408,0.00368153329714202,0.982111234522712,0.0540066666666667,0.0296361111111111,0.00476666666666667,0.000249444444444441
2116608,NC_045552.1,2116608,2116608,0.0486,0.0046075738284607,0.980966240174865,0.0633466666666667,0.0343805555555556,0.00476666666666667,0.000323888888888887
2359504,NC_045554.1,2359504,2359504,0.4428,0.000498368613118619,0.412784992125485,0.474086666666667,0.437916666666667,0.372186666666667,0.01478
2359547,NC_045554.1,2359547,2359547,0.4296,0.000735219730253495,0.449058512001535,0.470046666666667,0.432691666666667,0.367366666666667,0.013985
2360055,NC_045554.1,2360055,2360055,0.5074,0.0406098258527141,0.105483797089279,0.480373333333333,0.506111111111111,0.504573333333333,0.0136377777777777
2368175,NC_045554.1,2368175,2368175,0.0894,0.015383858517821,0.99705947290513,0.07356,0.110358333333333,0.147313333333333,-7.8333333333333e-05
2373199,NC_045554.1,2373199,2373199,0.1816,0.345616696638092,0.966776891713133,0.168106666666667,0.181786666666667,0.19977,0.00101466666666669
2373202,NC_045554.1,2373202,2373202,0.1797,0.386045942172059,0.977064811612718,0.168106666666667,0.180423333333333,0.19715,0.00069933333333333
2890856,NC_045552.1,2890856,2890856,0.3047,0.0303814710216059,0.97102886696498,0.338173333333333,0.275455555555556,0.215586666666667,-0.00142444444444445
2890906,NC_045552.1,2890906,2890906,0.2564,0.0683502550534254,0.938430426843894,0.27406,0.228327777777778,0.187633333333333,-0.0025188888888889
2890912,NC_045552.1,2890912,2890912,0.2564,0.0751471224005711,0.935137479120755,0.271466666666667,0.226916666666667,0.187633333333333,-0.00263333333333335
2892063,NC_045552.1,2892063,2892063,0.2465,0.0119778546293145,0.9861848674929,0.272986666666667,0.217766666666667,0.16148,0.00053333333333333
2892076,NC_045552.1,2892076,2892076,0.2483,0.041263804427552,0.961605990041044,0.272986666666667,0.226213888888889,0.182393333333333,-0.00147611111111112
2892112,NC_045552.1,2892112,2892112,0.2447,0.0489212630354422,0.955910272858719,0.26876,0.223905555555556,0.182393333333333,-0.00167111111111112
2892124,NC_045552.1,2892124,2892124,0.2483,0.041263804427552,0.961605990041044,0.272986666666667,0.226213888888889,0.182393333333333,-0.00147611111111112
2893974,NC_045552.1,2893974,2893974,0.2527,0.047918565198025,0.954601417485894,0.27314,0.228347222222222,0.186986666666667,-0.00171611111111111
2893975,NC_045552.1,2893975,2893975,0.4034,0.00414135747659664,0.780784941942237,0.413293333333333,0.373697222222222,0.323753333333333,0.00517388888888892
2893980,NC_045552.1,2893980,2893980,0.2527,0.047918565198025,0.954601417485894,0.27314,0.228347222222222,0.186986666666667,-0.00171611111111111
2893982,NC_045552.1,2893982,2893982,0.2534,0.0513909458726539,0.951322146985987,0.27314,0.229136111111111,0.188793333333333,-0.00183055555555553
2893989,NC_045552.1,2893989,2893989,0.2534,0.0481345610748646,0.954577318598404,0.27314,0.228413888888889,0.18712,-0.00171611111111111
2894907,NC_045552.1,2894907,2894907,0.2331,0.1053209265899,0.929521197061876,0.243453333333333,0.212769444444444,0.18648,-0.00219722222222221
2906216,NC_045552.1,2906216,2906216,0.2626,0.121608905553672,0.924027472767102,0.26424,0.227363888888889,0.196173333333333,-0.00284277777777778
2918552,NC_045552.1,2918552,2918552,0.2497,0.0421082594861754,0.958933620324014,0.272986666666667,0.227608333333333,0.185313333333333,-0.00154166666666666
3625191,NC_045551.1,3625191,3625191,0.4878,0.092219719193688,0.896737694516802,0.499253333333333,0.482944444444444,0.462906666666667,0.00186444444444445
3626698,NC_045551.1,3626698,3626698,0.3534,0.387345455135338,0.812612538506484,0.368906666666667,0.342672222222222,0.330666666666667,-0.00711444444444448
3626704,NC_045551.1,3626704,3626704,0.3867,0.47089666666788,0.761498499168814,0.399293333333333,0.377155555555556,0.371493333333333,-0.00823777777777773
3626710,NC_045551.1,3626710,3626710,0.3867,0.47089666666788,0.761498499168814,0.399293333333333,0.377155555555556,0.371493333333333,-0.00823777777777773
3644394,NC_045551.1,3644394,3644394,0.3134,0.00242445244523661,0.856363555597607,0.268593333333333,0.336788888888889,0.394513333333333,0.0052355555555556
3648975,NC_045551.1,3648975,3648975,0.0968,0.180147505009967,0.957003210765136,0.120726666666667,0.101777777777778,0.0848133333333333,-0.000992222222222228
3749688,NC_045557.1,3749688,3749688,0.2891,0.000284471833306613,0.829044107738868,0.343926666666667,0.278991666666667,0.201766666666667,0.00614500000000001
3749701,NC_045557.1,3749701,3749701,0.4963,3.38559265340214e-05,0.00863548746418528,0.430953333333333,0.491783333333333,0.50026,0.0261766666666667
3749737,NC_045557.1,3749737,3749737,0.3716,1.31485077673545e-07,0.412352243780353,0.239973333333333,0.346655555555556,0.41388,0.0197288888888889
3749763,NC_045557.1,3749763,3749763,0.1667,0.00172871241525031,0.948453741409412,0.101793333333333,0.15835,0.211673333333333,0.00161666666666666
