INFO,scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,Category_I,Category_2
LOC116521616,NC_045558.1,123025107,123025107,123025107,1,0.4653,0.4851,0.4748,-4e-04,random,
LOC116521616,NC_045558.1,123025161,123025161,123025161,1,0.4728,0.4884,0.4798,-9e-04,random,
LOC116521616,NC_045558.1,123025889,123025889,123025889,1,0.4646,0.4881,0.4769,6e-04,random,
LOC116521616,NC_045558.1,123025898,123025898,123025898,1,0.4646,0.4881,0.4769,6e-04,random,
LOC116521616,NC_045558.1,123025928,123025928,123025928,1,0.4626,0.4881,0.4763,8e-04,random,
LOC116521616,NC_045558.1,123025955,123025955,123025955,1,0.4646,0.4879,0.4767,3e-04,random,
LOC116521616,NC_045558.1,123025973,123025973,123025973,1,0.4646,0.4876,0.4765,1e-04,random,
LOC116521616,NC_045558.1,123026021,123026021,123026021,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026028,123026028,123026028,1,0.4618,0.4851,0.4737,3e-04,random,
LOC116521616,NC_045558.1,123026067,123026067,123026067,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026091,123026091,123026091,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026102,123026102,123026102,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026109,123026109,123026109,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026114,123026114,123026114,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026128,123026128,123026128,1,0.4646,0.4884,0.4771,8e-04,random,
LOC116521616,NC_045558.1,123026141,123026141,123026141,1,0.4615,0.4881,0.476,0.0017,random,
LOC116521616,NC_045558.1,123026187,123026187,123026187,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123026190,123026190,123026190,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123026205,123026205,123026205,1,0.4653,0.4879,0.4769,1e-04,random,
LOC116521616,NC_045558.1,123026219,123026219,123026219,1,0.4653,0.4879,0.4769,1e-04,random,
LOC116521616,NC_045558.1,123026237,123026237,123026237,1,0.4653,0.4879,0.4769,1e-04,random,
LOC116521616,NC_045558.1,123026291,123026291,123026291,1,0.4653,0.4876,0.4767,-1e-04,random,
LOC116521616,NC_045558.1,123026315,123026315,123026315,1,0.4653,0.4876,0.4767,-1e-04,random,
LOC116521616,NC_045558.1,123026316,123026316,123026316,1,0.4653,0.4876,0.4767,-1e-04,random,
LOC116521616,NC_045558.1,123026328,123026328,123026328,1,0.4653,0.4874,0.4765,-3e-04,random,
LOC116521616,NC_045558.1,123026333,123026333,123026333,1,0.4646,0.4874,0.4762,-1e-04,random,
LOC116521616,NC_045558.1,123026336,123026336,123026336,1,0.4646,0.4874,0.4762,-1e-04,random,
LOC116521616,NC_045558.1,123026354,123026354,123026354,1,0.4666,0.4874,0.4769,-3e-04,random,
LOC116521616,NC_045558.1,123026357,123026357,123026357,1,0.4646,0.4874,0.4762,-1e-04,random,
LOC116521616,NC_045558.1,123026394,123026394,123026394,1,0.4646,0.4871,0.476,-3e-04,random,
LOC116521616,NC_045558.1,123026433,123026433,123026433,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123025235,123025235,123025235,1,0.4568,0.4812,0.4689,1e-04,random,
LOC116521616,NC_045558.1,123025542,123025542,123025542,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123025629,123025629,123025629,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123025685,123025685,123025685,1,0.4673,0.4884,0.4779,2e-04,random,
LOC116521616,NC_045558.1,123025701,123025701,123025701,1,0.4673,0.4884,0.4779,2e-04,random,
LOC116521616,NC_045558.1,123025738,123025738,123025738,1,0.4653,0.4879,0.4769,1e-04,random,
LOC116521616,NC_045558.1,123025741,123025741,123025741,1,0.4692,0.4879,0.4781,-4e-04,random,
LOC116521616,NC_045558.1,123025790,123025790,123025790,1,0.4666,0.4879,0.4773,1e-04,random,
LOC116521616,NC_045558.1,123025841,123025841,123025841,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123025844,123025844,123025844,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123025872,123025872,123025872,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123026954,123026954,123026954,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123026955,123026955,123026955,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123026976,123026976,123026976,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123026982,123026982,123026982,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123028039,123028039,123028039,1,0.063,0.0442,0.0535,6e-04,random,
LOC116521616,NC_045558.1,123035085,123035085,123035085,1,0.0914,0,0.0476,-0.0443,random,
LOC116521616,NC_045558.1,123040874,123040874,123040874,1,0.4125,0.5011,0.5148,0.0643,random,
LOC116521616,NC_045558.1,123026600,123026600,123026600,1,0.3585,0.4247,0.3923,-0.0073,random,
LOC116521616,NC_045558.1,123026844,123026844,123026844,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123026849,123026849,123026849,1,0.4653,0.4881,0.4771,3e-04,random,
LOC116521616,NC_045558.1,123026853,123026853,123026853,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123026856,123026856,123026856,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123026861,123026861,123026861,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123026941,123026941,123026941,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123026544,123026544,123026544,1,0.4581,0.4846,0.4718,-1e-04,random,
LOC116521616,NC_045558.1,123026565,123026565,123026565,1,0.4581,0.4846,0.4718,-1e-04,random,
LOC116521616,NC_045558.1,123026460,123026460,123026460,1,0.4626,0.4851,0.4739,1e-04,random,
LOC116521616,NC_045558.1,123026499,123026499,123026499,1,0.4581,0.4853,0.4724,5e-04,random,
LOC116522295,NC_045558.1,5944058,5944058,5944058,1,0.0375,0.0181,0.0278,0,oxidative_stress,
LOC116522295,NC_045558.1,5923469,5923469,5923469,1,0.0294,0.0648,0.0472,-8e-04,oxidative_stress,
LOC116522295,NC_045558.1,5944041,5944041,5944041,1,0.125,0.0872,0.1061,1e-04,oxidative_stress,
LOC116523000,NC_045558.1,116908504,116908504,116908504,1,0.5032,0.502,0.4983,-0.0044,p53,
LOC116523000,NC_045558.1,116908548,116908548,116908548,1,0.5031,0.5034,0.4991,-0.0041,p53,
LOC116523000,NC_045558.1,116903284,116903284,116903284,1,0.5018,0.4891,0.4933,-0.0033,p53,
LOC116523000,NC_045558.1,116903289,116903289,116903289,1,0.5003,0.4886,0.4918,-0.0034,p53,
LOC116523426,NW_022473751.1,16395,16395,16395,1,NA,NA,NA,NA,p53,
LOC116523426,NW_022473751.1,24333,24333,24333,1,NA,NA,NA,NA,p53,
LOC116523426,NW_022473751.1,16422,16422,16422,1,NA,NA,NA,NA,p53,
LOC116523426,NW_022473751.1,23751,23751,23751,1,NA,0.4233,0.4026,NA,p53,
LOC116523426,NW_022473751.1,23848,23848,23848,1,NA,NA,NA,NA,p53,
LOC116523446,NW_022473781.1,23753,23753,23753,1,NA,NA,NA,NA,oxphos,ETC complex ii
LOC116523587,NW_022473899.1,62450,62450,62450,1,0.2341,0.3062,0.2703,-0.0092,NA,NA
LOC116523587,NW_022473899.1,62467,62467,62467,1,0.2523,0.3368,0.2961,-0.0088,NA,NA
LOC116523587,NW_022473899.1,62622,62622,62622,1,0.4741,0.3732,0.4358,0.0269,NA,NA
LOC116523587,NW_022473899.1,62897,62897,62897,1,0.1307,0.0754,0.1021,0.0166,NA,NA
LOC116523587,NW_022473899.1,56020,56020,56020,1,NA,NA,NA,NA,NA,NA
LOC116523587,NW_022473899.1,56039,56039,56039,1,NA,NA,NA,NA,NA,NA
LOC116523587,NW_022473899.1,62864,62864,62864,1,0.2402,0.3045,0.2704,-0.0238,NA,NA
LOC116523587,NW_022473899.1,54602,54602,54602,1,NA,NA,NA,NA,NA,NA
LOC116523587,NW_022473899.1,54564,54564,54564,1,NA,NA,NA,NA,NA,NA
LOC116523587,NW_022473899.1,62433,62433,62433,1,NA,0,NA,NA,NA,NA
LOC116523587,NW_022473899.1,62414,62414,62414,1,0.0861,0.1338,0.1097,-0.0066,NA,NA
LTBP1,NC_045544.1,75757084,75757084,75757084,1,0.1865,0.0773,0.1349,-0.0148,random,
LTBP1,NC_045544.1,75878819,75878819,75878819,1,0.163,0.2151,0.1888,0.0079,random,
LTBP1,NC_045544.1,75787903,75787903,75787903,1,0.4085,0.4793,0.4523,0.0137,random,
MAK,NC_045548.1,7887654,7887654,7887654,1,0.3865,0.4465,0.4199,0.0044,random,
MAK,NC_045548.1,7888571,7888571,7888571,1,0.1218,0.1207,0.1207,-0.0022,random,
MAK,NC_045548.1,7887645,7887645,7887645,1,0.3462,0.3985,0.3733,0.0015,random,
MAK,NC_045548.1,7872104,7872104,7872104,1,0.0273,0.0181,0.0226,0.0023,random,
MAK,NC_045548.1,7875984,7875984,7875984,1,0.1683,0.2581,0.2157,0.0065,random,
MAP2K1,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
MAP2K3,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
MAP2K6,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
MAP3K1,NC_045543.1,121713241,121713241,121713241,1,0.273,0.0907,0.1936,0.0121,IILS,
MAP3K1,NC_045543.1,121713839,121713839,121713839,1,0.0857,0.0494,0.0676,-9e-04,IILS,
MAP3K1,NC_045543.1,121713512,121713512,121713512,1,0.4586,0.4915,0.5214,0.0464,IILS,
MAP3K1,NC_045543.1,121713617,121713617,121713617,1,0.093,0.0166,0.0562,0.0091,IILS,
MAP3K1,NC_045543.1,121713611,121713611,121713611,1,0.0435,0.0167,0.0302,5e-04,IILS,
MAP3K11,NC_045557.1,9358570,9358570,9358570,1,0.0193,0.0459,0.0326,-0.0018,random,
MAP3K11,NC_045557.1,9360275,9360275,9360275,1,0.3918,0.4791,0.4494,0.0153,random,
MAP3K11,NC_045557.1,9357464,9357464,9357464,1,0.386,0.3489,0.366,-0.0053,random,
MAP3K11,NC_045557.1,9357500,9357500,9357500,1,0.1948,0.1725,0.1824,-0.0082,random,
MAP3K11,NC_045557.1,9358378,9358378,9358378,1,0.1045,0.075,0.0896,6e-04,random,
MAP3K11,NC_045557.1,9358471,9358471,9358471,1,0.1089,0.1071,0.1075,-0.0021,random,
MAP3K11,NC_045557.1,9358528,9358528,9358528,1,0.062,0,0.0317,-0.0313,random,
MAP3K11,NC_045557.1,9390722,9390722,9390722,1,0.331,0.1262,0.2463,0.0173,random,
MAP3K11,NC_045557.1,9360300,9360300,9360300,1,0.1023,0.0585,0.0805,-0.0023,random,
MAP3K11,NC_045557.1,9367236,9367236,9367236,1,0.125,0.1366,0.1303,-0.0024,random,
MAPK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
MAPK11,NC_045547.1,64450445,64450445,64450445,1,0.0386,0,0.0196,0.0038,oxidative_stress,
MAPK13,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
MAPK8,NC_045551.1,71238088,71238088,71238088,1,0.0603,0,0.031,0.0128,oxidative_stress,
MAPK9,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
MAPKAPK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,
MAPKAPK5,NC_045553.1,1085194,1085194,1085194,1,0.0435,0.0663,0.0548,-0.0024,oxidative_stress,
MAPKAPK5,NC_045553.1,1091382,1091382,1091382,1,0.1166,0,0.0617,-0.0095,oxidative_stress,
MAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
MC1R,NC_045554.1,49215701,49215701,49215701,1,0.0907,0.3168,0.2241,0.0798,color,
MDM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
MDM4,NC_045545.1,52999470,52999470,52999470,1,0.0315,0.0395,0.0352,0.0036,IILS,
MDM4,NC_045545.1,53003782,53003782,53003782,1,0.2658,0.3462,0.3086,0.0023,IILS,
MITF,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
MKNK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
MKNK2,NC_045541.1,170676166,170676166,170676166,1,0.0207,0.0098,0.0152,-0.0036,oxidative_stress,
MOK,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,
MPO,NC_045544.1,118649831,118649831,118649831,1,0.0372,0.0533,0.0451,-0.0026,stress,antioxidant
MPO,NC_045544.1,118649895,118649895,118649895,1,0.0383,0.0454,0.0417,-0.0023,stress,antioxidant
MPO,NC_045544.1,118637004,118637004,118637004,1,0.1466,0.4235,0.3333,0.077,stress,antioxidant
MPO,NC_045544.1,118639896,118639896,118639896,1,0.084,0.0184,0.0521,0.0099,stress,antioxidant
MPO,NC_045544.1,118653229,118653229,118653229,1,0.0383,0.0538,0.0459,-0.001,stress,antioxidant
MPO,NC_045544.1,118638687,118638687,118638687,1,0.2834,0.1064,0.2069,0.0328,stress,antioxidant
MPO,NC_045544.1,118651519,118651519,118651519,1,0.0386,0.0454,0.0418,-0.0019,stress,antioxidant
MPO,NC_045544.1,118649904,118649904,118649904,1,0.0383,0.0454,0.0417,-0.0023,stress,antioxidant
MPST,NC_045547.1,29058172,29058172,29058172,1,0.051,0.0321,0.0415,-0.003,random,
MPST,NC_045547.1,29060986,29060986,29060986,1,0.0588,0,0.03,0.0921,random,
MRAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,PI3K,
MSRA,NC_045544.1,111585111,111585111,111585111,1,0.5034,0.4474,0.5052,0.0273,stress,
MSRA,NC_045544.1,111585198,111585198,111585198,1,0.4444,0.4766,0.5399,0.0804,stress,
MSRA,NC_045544.1,111419409,111419409,111419409,1,0.0524,0,0.0268,0.0061,stress,
MSRB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,
MTA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
MTOR,NC_045555.1,7208470,7208470,7208470,1,0.5021,0.4992,0.5007,0,IILS,MTOR
MTOR,NC_045555.1,7211001,7211001,7211001,1,0.3606,0.3445,0.3512,-0.0016,IILS,MTOR
MYC,NC_045548.1,69067706,69067706,69067706,1,0.2088,0.3685,0.3024,0.0226,oxidative_stress,
MYC,NC_045548.1,69067936,69067936,69067936,1,0.1977,0.053,0.1314,0.014,oxidative_stress,
MYC,NC_045548.1,69070904,69070904,69070904,1,0.0776,0,0.04,0.106,oxidative_stress,
NDUFA10,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFA11,NC_045541.1,166301374,166301374,166301374,1,0.2983,0.3079,0.3019,-0.002,oxphos,ETC complex i
NDUFA11,NC_045541.1,166307375,166307375,166307375,1,0,0.036,0.0182,-0.0662,oxphos,ETC complex i
NDUFA13,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFA2,NC_045546.1,69798331,69798331,69798331,1,0.3535,0.1828,0.2824,0.0114,oxphos,ETC complex i
NDUFA2,NC_045546.1,69800304,69800304,69800304,1,0.1016,0.0093,0.0575,0.02,oxphos,ETC complex i
NDUFA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFA7,NW_022473609.1,37725,37725,37725,1,0.4301,0.5031,0.4895,0.0189,oxphos,ETC complex i
NDUFA7,NW_022473609.1,37737,37737,37737,1,0.0661,0,0.0339,0.0536,oxphos,ETC complex i
NDUFA7,NW_022473609.1,37713,37713,37713,1,0.0336,0.0924,0.0634,-0.039,oxphos,ETC complex i
NDUFAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB10,NC_045554.1,21854409,21854409,21854409,1,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB11,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB3,NC_045541.1,8246061,8246061,8246061,1,0.162,0.207,0.1845,6e-04,oxphos,ETC complex i
NDUFB3,NC_045541.1,8245985,8245985,8245985,1,0.0435,0,0.0221,0.0039,oxphos,ETC complex i
NDUFB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB5,NC_045550.1,60485679,60485679,60485679,1,0.1103,0.1778,0.145,0.0018,oxphos,ETC complex i
NDUFB5,NC_045550.1,60481695,60481695,60481695,1,0.4147,0.3127,0.3707,0.0045,oxphos,ETC complex i
NDUFB6,NC_045543.1,60319021,60319021,60319021,1,0.0275,0.0749,0.0516,0.0087,oxphos,ETC complex i
NDUFB7,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFB9,NC_045548.1,67207883,67207883,67207883,1,0.0585,0.1549,0.1091,0.0023,oxphos,ETC complex i
NDUFB9,NC_045548.1,67207881,67207881,67207881,1,0.0585,0.1466,0.1045,8e-04,oxphos,ETC complex i
NDUFB9,NC_045548.1,67204953,67204953,67204953,1,0.1344,0.1292,0.1312,-0.0026,oxphos,ETC complex i
NDUFS1,NC_045541.1,4714490,4714490,4714490,1,0.4821,0.492,0.4858,-0.0013,oxphos,ETC complex i
NDUFS1,NC_045541.1,4707892,4707892,4707892,1,0.3655,0.3595,0.361,-0.0021,oxphos,ETC complex i
NDUFS1,NC_045541.1,4714423,4714423,4714423,1,0.2164,0.2197,0.2171,-0.0021,oxphos,ETC complex i
NDUFS1,NC_045541.1,4714483,4714483,4714483,1,0.4824,0.492,0.486,-0.0014,oxphos,ETC complex i
NDUFS2,NC_045557.1,5475417,5475417,5475417,1,0.1057,0.0405,0.0738,0.0129,oxphos,ETC complex i
NDUFS2,NC_045557.1,5475402,5475402,5475402,1,0.2414,0.3229,0.2833,-2e-04,oxphos,ETC complex i
NDUFS2,NC_045557.1,5472043,5472043,5472043,1,0.1161,0.0681,0.0918,0.0215,oxphos,ETC complex i
NDUFS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFS4,NC_045543.1,123272133,123272133,123272133,1,0.2086,0.309,0.2628,0.0083,oxphos,ETC complex i
NDUFS5,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFS6,NC_045546.1,77310919,77310919,77310919,1,0.0928,0.281,0.2004,0.0442,oxphos,ETC complex i
NDUFS6,NC_045546.1,77310918,77310918,77310918,1,0.1668,0.283,0.23,0.0142,oxphos,ETC complex i
NDUFS6,NC_045546.1,77310955,77310955,77310955,1,0.3525,0.3578,0.3535,-0.0021,oxphos,ETC complex i
NDUFS6,NC_045546.1,77311004,77311004,77311004,1,0.3322,0.3108,0.3198,-0.0054,oxphos,ETC complex i
NDUFS6,NC_045546.1,77311012,77311012,77311012,1,0.3127,0.3046,0.3069,-0.0038,oxphos,ETC complex i
NDUFS6,NC_045546.1,77306582,77306582,77306582,1,0.2442,0.2619,0.2521,-0.0017,oxphos,ETC complex i
NDUFS6,NC_045546.1,77310949,77310949,77310949,1,0.0505,0.1355,0.0948,0.0259,oxphos,ETC complex i
NDUFS8,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NDUFV1,NC_045541.1,69294608,69294608,69294608,1,0.1732,0.1215,0.1476,-0.0035,oxphos,ETC complex i
NDUFV1,NC_045541.1,69298519,69298519,69298519,1,0.017,0.1623,0.0957,0.0353,oxphos,ETC complex i
NDUFV1,NC_045541.1,69298625,69298625,69298625,1,0,0.1045,0.055,0.0287,oxphos,ETC complex i
NDUFV1,NC_045541.1,69294592,69294592,69294592,1,0.4388,0.4475,0.4412,-0.0022,oxphos,ETC complex i
NDUFV1,NC_045541.1,69294623,69294623,69294623,1,0.4842,0.4803,0.4801,-0.0022,oxphos,ETC complex i
NDUFV2,NC_045548.1,25044863,25044863,25044863,1,0.4594,0.4763,0.4669,-0.001,oxphos,ETC complex i
NDUFV2,NC_045548.1,25047772,25047772,25047772,1,0.227,0.3225,0.2785,0.0089,oxphos,ETC complex i
NDUFV3,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
NFKB1,NC_045549.1,21857099,21857099,21857099,1,0.4131,0.4663,0.4419,0.007,stress,
NFKB1,NC_045549.1,21839654,21839654,21839654,1,0.036,0.1299,0.0849,0.0423,stress,
NFKBIA,NC_045541.1,128350420,128350420,128350420,1,0.1197,0.3871,0.2911,0.0713,stress,
NFKBIB,NC_045552.1,2098756,2098756,2098756,1,0.0335,0,0.0169,0.0148,stress,
NFKBIB,NC_045552.1,2100600,2100600,2100600,1,0.0985,0.0551,0.077,-9e-04,stress,
NFKBIB,NC_045552.1,2098686,2098686,2098686,1,0.042,0.0954,0.0692,-8e-04,stress,
NFKBIB,NC_045552.1,2104168,2104168,2104168,1,0.5007,0.4136,0.4821,0.0204,stress,
NFKBIB,NC_045552.1,2104044,2104044,2104044,1,0.1245,0.2353,0.1831,0.0269,stress,
NR0B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
NR4A1,NC_045542.1,28339688,28339688,28339688,1,0.2761,0.031,0.174,0.0033,stress,
NR4A1,NC_045542.1,28310789,28310789,28310789,1,0.2727,0.4936,0.4559,0.0911,stress,
NR4A1,NC_045542.1,28299756,28299756,28299756,1,0.139,0.2247,0.1839,0.0061,stress,
NR4A1,NC_045542.1,28310855,28310855,28310855,1,0,0.0365,0.0185,0.0058,stress,
NR4A1,NC_045542.1,28339675,28339675,28339675,1,0.3786,0.5008,0.4802,0.0525,stress,
NR4A2,NC_045541.1,34955839,34955839,34955839,1,0.0312,0,0.0158,-0.0056,stress,
NR4A2,NC_045541.1,34960404,34960404,34960404,1,0.1055,0.0372,0.0723,0.0025,stress,
NR4A3,NC_045558.1,82123126,82123126,82123126,1,0.4782,0.4996,0.4919,0.0033,stress,
NRAS,NC_045545.1,61956308,61956308,61956308,1,0.5024,0.372,0.4975,0.065,PI3K,
NRF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,MTOR
NUAK1,NC_045547.1,25248263,25248263,25248263,1,0.163,0.1856,0.1732,5e-04,stress,
NUAK1,NC_045547.1,25308770,25308770,25308770,1,0.0968,0.0892,0.0924,-0.0037,stress,
NUAK1,NC_045547.1,25248732,25248732,25248732,1,0.1497,0.157,0.1527,-0.0021,stress,
NUAK1,NC_045547.1,25248464,25248464,25248464,1,0.1121,0.2714,0.2009,0.0328,stress,
NUAK2,NC_045545.1,54092932,54092932,54092932,1,0.068,0.1292,0.0993,0.0078,stress,
NUAK2,NC_045545.1,54092826,54092826,54092826,1,0.0331,0,0.0167,0.0612,stress,
NUAK2,NC_045545.1,54092353,54092353,54092353,1,0.1964,0.3077,0.2565,0.023,stress,
NUAK2,NC_045545.1,54111127,54111127,54111127,1,0.2767,0.181,0.2317,0.0017,stress,
NUP88,NC_045544.1,122767533,122767533,122767533,1,0,0.0186,0.0093,0.0062,stress,
NUP88,NC_045544.1,122767430,122767430,122767430,1,0.075,0.0184,0.0474,0.0077,stress,
NUP88,NC_045544.1,122777754,122777754,122777754,1,0.1976,0.3132,0.2611,0.0113,stress,
NUP88,NC_045544.1,122784397,122784397,122784397,1,0.0997,0.1907,0.1475,0.0112,stress,
NUP88,NC_045544.1,122785692,122785692,122785692,1,0.1953,0.1849,0.1893,-0.0023,stress,
OCA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
PDK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
PDK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
PDK4,NC_045558.1,31958335,31958335,31958335,1,0.4276,0.4786,0.4567,0.008,IILS,
PDK4,NC_045558.1,31968240,31968240,31968240,1,0.233,0.0519,0.1534,0.0495,IILS,
PDPK1,NC_045554.1,21299676,21299676,21299676,1,0.0176,0.0498,0.0338,4e-04,IILS,
PDPK1,NC_045554.1,21310118,21310118,21310118,1,0.1235,0.1874,0.1562,0.0028,IILS,
PGK1,NC_045552.1,37400235,37400235,37400235,1,0.3103,0.0893,0.2197,0.0429,reproduction,
PIK3C2A,NC_045541.1,83275160,83275160,83275160,1,0.1762,0.0717,0.1269,0.0126,hypoxia,
PIK3C2A,NC_045541.1,83275499,83275499,83275499,1,0.0935,0.204,0.1523,0.0104,hypoxia,
PIK3C2A,NC_045541.1,83291589,83291589,83291589,1,0.0954,0.1917,0.1462,0.0109,hypoxia,
PIK3C2A,NC_045541.1,83294436,83294436,83294436,1,0.2289,0.2812,0.2552,-3e-04,hypoxia,
PIK3C2A,NC_045541.1,83315397,83315397,83315397,1,0.093,0.1902,0.1443,0.0082,hypoxia,
PIK3C2A,NC_045541.1,83307759,83307759,83307759,1,0.5008,0.5021,0.5005,-9e-04,hypoxia,
PIK3C2A,NC_045541.1,83291416,83291416,83291416,1,0.0568,0.0093,0.0335,0.0075,hypoxia,
PIK3C2A,NC_045541.1,83275547,83275547,83275547,1,0.0428,0.0123,0.0276,-0.031,hypoxia,
PIK3C2A,NC_045541.1,83288404,83288404,83288404,1,0.0937,0.2017,0.1511,0.0094,hypoxia,
PIK3C2A,NC_045541.1,83288816,83288816,83288816,1,0.2879,0.4013,0.3534,0.0133,hypoxia,
PIK3C2A,NC_045541.1,83302247,83302247,83302247,1,0.0971,0.1992,0.1512,0.0078,hypoxia,
PIK3C2A,NC_045541.1,83307694,83307694,83307694,1,0.2289,0.2831,0.2563,9e-04,hypoxia,
PIK3C2A,NC_045541.1,83307723,83307723,83307723,1,0.227,0.2968,0.2632,0.0035,hypoxia,
PIK3C2A,NC_045541.1,83298427,83298427,83298427,1,0.2289,0.2791,0.254,0,hypoxia,
PIK3C2A,NC_045541.1,83275041,83275041,83275041,1,0.2688,0.1245,0.2043,0.0235,hypoxia,
PIK3C2B,NC_045545.1,52866828,52866828,52866828,1,0,0.0261,0.0132,0.0109,hypoxia,
PIK3C2B,NC_045545.1,52903249,52903249,52903249,1,0.1007,0.0184,0.0612,0.0177,hypoxia,
PIK3C2B,NC_045545.1,52938879,52938879,52938879,1,0.4816,0.4754,0.4764,-0.0022,hypoxia,
PIK3C2B,NC_045545.1,52942682,52942682,52942682,1,0.045,0.0091,0.0273,0.0174,hypoxia,
PIK3C2B,NC_045545.1,52935688,52935688,52935688,1,0.268,0.3398,0.3057,0.0045,hypoxia,
PIK3C2B,NC_045545.1,52922808,52922808,52922808,1,0.2683,0.3391,0.3054,0.0016,hypoxia,
PIK3CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
PIK3CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
PIK3CD,NC_045555.1,6013376,6013376,6013376,1,0.2637,0.3204,0.2926,8e-04,hypoxia,
PIK3CD,NC_045555.1,6017479,6017479,6017479,1,0.0291,0,0.0147,0.0107,hypoxia,
PIK3CD,NC_045555.1,6025333,6025333,6025333,1,0,0.0887,0.0463,0.0199,hypoxia,
